sentiment,reviews,translated_reviews
1,Very Good,Sangat bagus
1,Good,Bagus
1,good,Bagus
-1,There are no sufficient lab equipments in the labs and the avilable equipments are also not perfect.,Tidak ada peralatan lab yang cukup di laboratorium dan peralatan yang dapat diselesaikan juga tidak sempurna.
1,good,Bagus
1,good,Bagus
1,good,Bagus
1,super,super
0,it is good leaning in lab but the lab instruments are not properly working,itu baik bersandar di lab tetapi instrumen lab tidak berfungsi dengan baik
1,very bad,sangat buruk
1,good,Bagus
1,good,Bagus
1,labs are very interesting it is helpful to know the knowledge,"Lab sangat menarik, sangat membantu mengetahui pengetahuannya"
-1,According to me students are doing lab only for marks.,Menurut saya siswa melakukan lab hanya untuk nilai.
1,lab practical work help us to learn the things properly and evalution is also very necessary as it helps us to retain concepts,Pekerjaan Praktis Lab membantu kita mempelajari hal -hal dengan benar dan evaluasi juga sangat diperlukan karena membantu kita mempertahankan konsep
1,good,Bagus
1,Lab or practical work is excellent and yes including evaluations also.,Lab atau pekerjaan praktis sangat baik dan ya termasuk evaluasi juga.
1,good,Bagus
1,lab is very much helpful,Lab sangat membantu
-1,in lab also they are showing partiality,di lab juga mereka menunjukkan keberpihakan
1,Good,Bagus
-1,Lab evaluations are very strict,Evaluasi lab sangat ketat
1,good,Bagus
-1,the lab evaluations are very strict,Evaluasi laboratorium sangat ketat
1,labs n practicals are good.,Laboratorium dan praktis itu bagus.
1,practicals are pretty well.,Praktis cukup baik.
1,good,Bagus
1,There is good evaluations in lab regarding practicle,Ada evaluasi yang baik di lab tentang praktik
1,Very good,Sangat bagus
1,Its Good,Ini baik
0,lab and practical works are good..with a little draw back of faculty in connecting the lab practical to the outside world..,Lab dan karya -karya praktis itu bagus..dengan sedikit menarik fakultas dalam menghubungkan lab praktis ke dunia luar ..
1,I like it soo much,Saya sangat menyukainya
1,Lab is good the Prof explains everything before the lab begins and the Lab Asst helps us during the experiments,Lab adalah baik Prof menjelaskan segalanya sebelum laboratorium dimulai dan lab asst membantu kita selama percobaan
-1,very strictly they evaluted marks,Mereka mengevaluasi nilai dengan sangat ketat.
1,Good enough,Cukup baik
1,very good,sangat bagus
1,nice..enough,Bagus..selesaikan
1,labs are interesting and helpful to know the knowledge,Laboratorium menarik dan bermanfaat untuk mengetahui pengetahuannya
-1,NOT GOOD ...,TIDAK BAIK ...
1,Labs helps to know how the work is done.It thought me a good lessons.,Lab membantu mengetahui bagaimana pekerjaan dilakukan. Ini mengira saya pelajaran yang baik.
1,IT IS GOOD,INI BAIK
1,all labs and practical going on well,Semua laboratorium dan praktis berjalan dengan baik
1,not bad,tidak buruk
1,Labs are upto the mark.,Laboratorium hingga sasaran.
-1,Our labs do not have all facalities.,Laboratorium kami tidak memiliki semua fasilitas.
1,ALL PRACTICAL WORK IS GOOD,Semua pekerjaan praktis itu bagus
0,library facilities are good but number of books are less,Fasilitas perpustakaan bagus tetapi jumlah buku lebih sedikit
-1,Not good,Tidak baik
1,Library facilities are excellent in terms of good techniques that are used over there.,Fasilitas perpustakaan sangat baik dalam hal teknik bagus yang digunakan di sana.
0,"Its the best thing i have seen in this university,albeit the behaviour of library staff is unprofessional at times. They are whimsically rude.","Ini hal terbaik yang pernah saya lihat di universitas ini, meskipun perilaku staf perpustakaan kadang -kadang tidak profesional. Mereka secara aneh kasar."
1,library has huge collection of books from different authors,Perpustakaan memiliki banyak koleksi buku dari penulis yang berbeda
1,Yes,Ya
1,Hardworking,Kerja keras
0,I am satisfied with the facilities but few books are limited of database distribution,Saya puas dengan fasilitas tetapi beberapa buku terbatas dari distribusi basis data
-1,Its required some libral in rules,Diperlukan beberapa kelonggaran dalam aturan perpustakaan.
-1,Its required some libral in rules,"Diperlukan beberapa kelonggaran dalam aturan perpustakaan.
"
1,Good,Bagus
1,Good,Bagus
1,good library facilities,fasilitas perpustakaan yang bagus
1,Library facilities are very good. No issues,Fasilitas perpustakaan sangat bagus. Tidak ada masalah
1,Hardworking,Kerja keras
1,Good,Bagus
1,Excellent,Bagus sekali
1,Good,Bagus
1,Good,Bagus
0,Again some of the faculties don't know how to behave otherwise it is good.,Sekali lagi beberapa fakultas tidak tahu bagaimana berperilaku sebaliknya itu bagus.
1,Descent.,Turun.
1,Good,Bagus
1,Good,Bagus
1,library is very well managed and provide needed facilities to us,Perpustakaan dikelola dengan sangat baik dan menyediakan fasilitas yang dibutuhkan untuk kami
-1,Its required some libral in rules,Itu membutuhkan beberapa pustaka dalam aturan
1,They are doing there job well,Mereka melakukan pekerjaan di sana dengan baik
-1,"Well... all the books are not avilable . If they are in library , books are in less number and strength of student are large.","Yah ... semua buku tidak tersedia. Jika mereka berada di perpustakaan, buku -buku dalam jumlah yang lebih sedikit dan kekuatan siswa besar."
1,Good,Bagus
-1,all books are not available,Semua buku tidak tersedia
-1,the system in library usually does not work . so it creates a problem for us to issue the book,Sistem di perpustakaan biasanya tidak berfungsi. Jadi itu menciptakan masalah bagi kita untuk mengeluarkan buku
-1,Sometimes only book is available for some subjects and it is reserved,"Terkadang hanya satu buku yang tersedia untuk beberapa mata pelajaran, dan buku tersebut telah dipesan."
1,Its very helpful,Itu sangat membantu
1,"Awesome, peaceful, relaxing atmosphere","Suasana yang luar biasa, damai, dan santai"
-1,All books are not available,Semua buku tidak tersedia
-1,I think number of books are very less according to the students .Only 2-3 copies are available.,Saya pikir jumlah buku sangat kurang menurut siswa. Hanya 2-3 salinan yang tersedia.
1,good,Bagus
1,Thats good,Itu bagus
-1,I think stock is not enough more books are required.,Saya pikir stok tidak cukup banyak buku yang diperlukan.
1,good,Bagus
1,very cooperative,sangat kooperatif
1,Nice,Bagus
1,Good,Bagus
1,Satisfactory,Memuaskan
1,Fine,Bagus
1,Fine,Bagus
1,library facilities provided are excellent,Fasilitas perpustakaan yang disediakan sangat bagus
1,good facilities,fasilitas yang bagus
0,average,rata-rata
1,better,lebih baik
1,excellent,bagus sekali
1,good,Bagus
1,good,Bagus
-1,some books are not available. So please provide,"Beberapa buku tidak tersedia. Jadi, harap sediakan.
"
1,there are doing there job good,ada pekerjaan di sana dengan baik
1,all are hardworking and punctual,semuanya pekerja keras dan tepat waktu
1,Excellent,Bagus sekali
1,library is awesome and rich,Perpustakaan itu luar biasa dan kaya
1,they are good,mereka bagus
1,library facility is good,Fasilitas perpustakaan bagus
1,library facilities are good for students.,Fasilitas perpustakaan baik untuk siswa.
1,very good library facilities. Issuing time of book must be increased,fasilitas perpustakaan yang sangat bagus. Mengeluarkan waktu buku harus ditingkatkan
1,good,Bagus
-1,more books should be provided and the issue period should be increased,Lebih banyak buku harus disediakan dan periode masalah harus ditingkatkan
1,very good library facilities. Issuing time of book must be increased,fasilitas perpustakaan yang sangat bagus. Mengeluarkan waktu buku harus ditingkatkan
0,never went there,tidak pernah pergi ke sana
1,they are good,mereka bagus
-1,book issuing time should be increased for 2 weeks,Waktu penerbitan buku harus ditingkatkan selama 2 minggu
1,good,Bagus
1,excellent,bagus sekali
0,Really our library provides very good facilities for students and teachers but fine system was not good it was directly increased upto 10.This is not a good thing.,Sungguh perpustakaan kami menyediakan fasilitas yang sangat baik untuk siswa dan guru tetapi sistem yang baik tidak baik itu secara langsung meningkat hingga 10. Ini bukan hal yang baik.
1,Its good and proper design,Desainnya bagus dan tepat
1,Good,Bagus
1,Excellent,Bagus sekali
1,good,Bagus
0,average,rata-rata
1,average,rata-rata
1,library contains all the books regarding courses and other materials and very cooperative library staff,Perpustakaan berisi semua buku mengenai kursus dan materi lainnya dan staf perpustakaan yang sangat kooperatif
1,all the books are easily available and accessable and the limit of book issued need to be increased,Semua buku mudah tersedia dan dapat diakses dan batas buku yang dikeluarkan perlu ditingkatkan
1,all are good,Semuanya bagus
1,good,Bagus
1,library facilities are good . Every book is available in the library,Fasilitas perpustakaan bagus. Setiap buku tersedia di perpustakaan
1,good,Bagus
1,very good library facilities. Issuing time of book must be increased,fasilitas perpustakaan yang sangat bagus. Mengeluarkan waktu buku harus ditingkatkan
-1,"as per libraries, few books are not available and in computer library there are hardly 5 PCs working","Sesuai perpustakaan, beberapa buku tidak tersedia dan di perpustakaan komputer hampir tidak ada 5 PC yang berfungsi"
1,good,Bagus
1,Excellent,Bagus sekali
-1,books are less,buku lebih sedikit
1,good,Bagus
1,Excellent,Bagus sekali
1,excellent,bagus sekali
1,Good,Bagus
1,Good,Bagus
1,good.,Bagus.
1,i love it,aku menyukainya
-1,i think library facilities are only for hostelers,Saya pikir fasilitas perpustakaan hanya untuk asrama
-1,Capacity of library is less compared to size of university.,Kapasitas perpustakaan kurang dibandingkan dengan ukuran universitas.
1,library has providing excellent facilities,Perpustakaan telah menyediakan fasilitas yang sangat baik
1,It will provide us various books to increase our knowledge or to understand the concept because it is good,Ini akan memberi kita berbagai buku untuk meningkatkan pengetahuan kita atau memahami konsepnya karena itu bagus
1,good,Bagus
1,good,Bagus
1,Good,Bagus
1,Good,Bagus
-1,duration of issuing books from library should be changed from 1week to 2 week that would be great.,Durasi mengeluarkan buku dari perpustakaan harus diubah dari 1 minggu menjadi 2 minggu yang akan menjadi hebat.
-1,absolutely fine all books are there but the thing is that the time limit is very less we have to return the book that we have issued very fast,Benar -benar baik semua buku ada tetapi masalahnya adalah bahwa batas waktu sangat sedikit kita harus mengembalikan buku yang telah kita keluarkan dengan sangat cepat
0,i dont think about,Saya tidak memikirkan
1,very good,sangat bagus
1,very good.,sangat bagus.
1,good,Bagus
1,very good,sangat bagus
1,good,Bagus
1,good,Bagus
1,good,Bagus
1,It is excellent.,Itu sangat baik.
1,GOOD,BAGUS
1,good,Bagus
-1,library facilities need to be improve by bringing some more books,Fasilitas perpustakaan perlu ditingkatkan dengan membawa beberapa buku lagi
1,EXCELLENT,bagus sekali
1,excellent,bagus sekali
1,good,Bagus
1,Library facilities are the strength of this university. It is awesome.,Fasilitas perpustakaan adalah kekuatan universitas ini. Itu luar biasa.
1,good,Bagus
0,Almost each and every books is there.But the time limit for keeping book is too much shorted.,Hampir setiap buku ada di sana. Tapi batas waktu untuk menjaga buku terlalu banyak disingkat.
-1,"waste ,library is not the good place to study","limbah, perpustakaan bukanlah tempat yang baik untuk belajar"
1,good,Bagus
1,Good,Bagus
0,It's good but we don't find the books because their are much less number of books,Ini bagus tapi kami tidak menemukan buku karena buku itu jauh lebih sedikit
1,perfect,sempurna
1,They are good.,Mereka bagus.
1,excellent,bagus sekali
1,it is very nice and timings of library is good 5/5,Ini sangat bagus dan waktu perpustakaan itu bagus 5/5
1,excellent,bagus sekali
0,"good but there is more need of keeping books of general topics about social,polity,gk,...etc other than related to subject so that we will get some knowledge about country related issues..............","Baik tetapi ada lebih banyak kebutuhan untuk menyimpan buku -buku topik umum tentang sosial, pemerintahan, GK, ... dll selain terkait dengan subjek sehingga kita akan mendapatkan pengetahuan tentang masalah terkait negara ........... ..."
1,Good,Bagus
1,good,Bagus
0,Books are heavily outnumbered when compared to number of students this is the only problem with library.,Buku -buku jauh lebih banyak jumlahnya jika dibandingkan dengan jumlah siswa ini adalah satu -satunya masalah dengan perpustakaan.
1,good,Bagus
-1,Insufficient books,Buku yang tidak memadai
1,"I have no words to say about our library facilities,,,,,,,, SIMPLY AWESOME","Saya tidak punya kata -kata untuk diucapkan tentang fasilitas perpustakaan kami ,,,,,,, cukup mengagumkan"
1,good but timings should be 24hrs,Bagus tapi waktunya harus 24 jam
-1,insufficient books,Buku yang tidak memadai
0,"Library facility is very good but there is a problem collection of books, Available books are very less for some subjects","Fasilitas perpustakaan sangat bagus tetapi ada masalah koleksi buku, buku yang tersedia sangat sedikit untuk beberapa subjek"
1,good,Bagus
1,good enough.,cukup baik.
1,good,Bagus
-1,rough handling,penanganan yang kasar
-1,books are not available,Buku tidak tersedia
1,librery facilities are excellent,fasilitas perpustakaan sangat bagus
-1,Very rough handling,Penanganan yang sangat kasar
1,good,Bagus
1,library facilities are good,Fasilitas perpustakaan bagus
0,yeah quite well but ... some of the books are not available,ya cukup baik tapi ... beberapa buku tidak tersedia
1,library facilities is good,Fasilitas perpustakaan bagus
1,good,Bagus
1,library facilty is good,Fasilitas perpustakaan itu bagus
1,super,super
1,"Library facilities are good, it maintains silence there and makes good environment to study but sometimes it goes very strict which is not required according to me.","Fasilitas perpustakaan bagus, mempertahankan keheningan di sana dan membuat lingkungan yang baik untuk dipelajari tetapi kadang -kadang berjalan sangat ketat yang tidak diperlukan menurut saya."
0,uncertain,tidak pasti
1,I like reading books in Library,Saya suka membaca buku di perpustakaan
1,i felt its better because there is no problem from library facilities,Saya merasa lebih baik karena tidak ada masalah dari fasilitas perpustakaan
0,Average,Rata-rata
0,Excellent but sometimes lack of books especially during exam times,Luar biasa tetapi terkadang kurangnya buku terutama selama waktu ujian
0,libary is giving a lot to us but we are not getting it,Libary memberi banyak hal kepada kami tetapi kami tidak mendapatkannya
1,excellent,bagus sekali
0,"i've never went to library in lpu. so,i don't know about that.","Saya tidak pernah pergi ke perpustakaan di LPU. Jadi, saya tidak tahu tentang itu."
0,I don't know about that because i didn't go to library till now.,Saya tidak tahu tentang itu karena saya tidak pergi ke perpustakaan sampai sekarang.
1,facilities are good to overcome one's need,Fasilitas baik untuk mengatasi kebutuhan seseorang
1,good,Bagus
-1,Required text books are not available to every student,Buku teks yang diperlukan tidak tersedia untuk setiap siswa
1,Its good,Ini baik
0,library facilities are excellent...but only limited books are available ..so books should be increased.,Fasilitas perpustakaan sangat bagus ... tetapi hanya buku terbatas yang tersedia .. jadi buku harus ditingkatkan.
1,good,Bagus
-1,The library has insufficent number of books for all the students,Perpustakaan memiliki jumlah buku yang tidak cukup untuk semua siswa
1,very good there we can find several course books and we can find several reference books also...,sangat bagus di sana kita dapat menemukan beberapa buku kursus dan kita dapat menemukan beberapa buku referensi juga ...
0,Library is vast and has got wide variety of books But I think more number of specimen copies of books should be made available,Perpustakaan sangat luas dan telah mendapatkan berbagai macam buku tetapi saya pikir lebih banyak salinan spesimen buku harus tersedia
1,good,Bagus
1,fine,Bagus
1,good,Bagus
0,VERY NICE....BUT BOOKS ARE NOT AVAILABE EVERY TIME,Sangat bagus .... tapi buku tidak tersedia setiap saat
1,They are good.,Mereka bagus.
1,IT IS ALSO GOOD,Itu juga bagus
1,good,Bagus
-1,library facilities are not good.They are not following the rules( they are using phones in library).,Fasilitas perpustakaan tidak baik. Mereka tidak mengikuti aturan (mereka menggunakan ponsel di perpustakaan).
1,They are good,Mereka bagus
1,We have a good library with all facilities.,Kami memiliki perpustakaan yang bagus dengan semua fasilitas.
-1,THEY IS NO PROBLEM WITH THEM,Mereka tidak masalah dengan mereka
1,extracurricular activities are excellent and provides best platform to students.,Kegiatan ekstrakurikuler sangat baik dan memberikan platform terbaik untuk siswa.
1,Good,Bagus
1,Extra curricular activities also help students to divert their mind from their study for some time. University plays an important role in this task.,Kegiatan ekstra kurikuler juga membantu siswa untuk mengalihkan pikiran mereka dari studi mereka selama beberapa waktu. Universitas memainkan peran penting dalam tugas ini.
-1,Complete wastage of time. Again this opinion is strictly personal and may not coincide with others.,"Ini adalah pemborosan waktu yang total. Sekali lagi, pendapat ini adalah sangat pribadi dan mungkin tidak sesuai dengan pendapat orang lain."
1,extracurricular activities increases mental and physical abilities,Kegiatan ekstrakurikuler meningkatkan kemampuan mental dan fisik
1,Yes,Ya
0,No views,Tidak ada tampilan
0,No idea about the extracurricular activities.,Tidak tahu tentang kegiatan ekstrakurikuler.
1,Good it provides a great platform,Bagus menyediakan platform yang bagus
1,Good it provides a great platform,Bagus menyediakan platform yang bagus
1,While coming to extracurriculum activities it's better than any other university which I had come around.,"Saat datang ke kegiatan ekstrakurikulum, ini lebih baik daripada universitas lain yang saya datangi."
1,Awesome,Luar biasa
1,ok,Oke
1,This university is number 1 in terms of extracurricular activities and in encouraging students to participate at their comfort levels.,Universitas ini adalah nomor 1 dalam hal kegiatan ekstrakurikuler dan dalam mendorong siswa untuk berpartisipasi di tingkat kenyamanan mereka.
1,Good,Bagus
1,Good,Bagus
1,Great job,Kerja bagus
1,excellent,bagus sekali
1,Its give various opportunities and exposure,Ini memberikan berbagai peluang dan paparan
0,This is really a good thing that events happen in our university regularly but they must be announced early so that every student can prepare themselves for participation because sometimes we get to know about most of the events when they have already been conducted. So announcement must be there.,Ini benar -benar hal yang baik bahwa peristiwa terjadi di universitas kami secara teratur tetapi mereka harus diumumkan lebih awal sehingga setiap siswa dapat mempersiapkan diri untuk partisipasi karena kadang -kadang kita mengetahui sebagian besar acara ketika mereka telah dilakukan. Jadi pengumuman harus ada di sana.
1,Good.,Bagus.
1,Good,Bagus
1,Good,Bagus
1,extracurricular activities held in university are necessary it provides student a platform where they can improve and groom them.,Kegiatan ekstrakurikuler yang diadakan di universitas diperlukan untuk memberikan siswa platform di mana mereka dapat meningkatkan dan merawatnya.
1,Good it provides a great platform,Bagus menyediakan platform yang bagus
1,Good,Bagus
1,They are really very intersting. All the students enjoys alot and get a chance to showcase there talent,Mereka benar -benar sangat menarik. Semua siswa menikmati banyak dan mendapatkan kesempatan untuk menampilkan bakat di sana
1,Good,Bagus
1,Awesome,Luar biasa
1,its good for refreshment,bagus untuk penyegaran
1,"It's appreciable, Students who are having interest in co curricular activities, getting a good platform",Sangat terpuji bahwa siswa yang memiliki minat dalam kegiatan ko-kurikuler diberikan platform yang baik.
1,All good,Semuanya bagus
0,Good but lacks audience.....as only participants can see these activities on duty leave basis,Baik tetapi tidak memiliki audiens ..... karena hanya peserta yang dapat melihat kegiatan ini berdasarkan cuti tugas
1,Perfect,Sempurna
1,All the activities are good and appropriate for students,Semua kegiatan adalah gud dan sesuai untuk siswa
1,very good,sangat bagus
0,"Thats good but the problm is whenever in university the functions like one india, one world are held we are not alowed to go because we have to attend the classes and if we miss the classes we will gona loose the attendence and everyone knows in lpu attendnce is very important. 
 Thanks","Itu bagus tapi masalahnya adalah kapan pun di universitas fungsi seperti satu India, satu dunia diadakan, kita tidak akan pergi karena kita harus menghadiri kelas dan jika kita kehilangan kelas, kita akan kehilangan kehadiran dan semua orang tahu di LPU hadir sangat penting.
 Terima kasih"
-1,Chance to go and enjoy should be given.I think it should be off when any activity like One India is there to go and enjoy.Otherwise everything is good.,"Kesempatan untuk pergi dan menikmati seharusnya diberikan. Saya pikir seharusnya libur ketika ada kegiatan seperti One India agar dapat pergi dan menikmatinya. Selain itu, semuanya baik."
1,very good,sangat bagus
-1,extracurricular activies should be held when there are no classes for the students to attend so that every student can enjoy and participate in the events,Aktivasi ekstrakurikuler harus diadakan ketika tidak ada kelas untuk dihadiri siswa sehingga setiap siswa dapat menikmati dan berpartisipasi dalam acara tersebut
1,Good,Bagus
1,Good,Bagus
1,Good,Bagus
1,Good,Bagus
1,Good,Bagus
1,they are amazing and help to boost our stamina.,Mereka luar biasa dan membantu meningkatkan stamina kami.
1,increasing confidence,meningkatkan kepercayaan diri
0,average,rata-rata
1,best,terbaik
1,good,Bagus
1,good,Bagus
1,good,Bagus
1,ok,Oke
1,good,Bagus
0,average,rata-rata
1,extracurricular activities are good.,Kegiatan ekstrakurikuler bagus.
0,"good it is, but teachers do not consider the new ones.","Bagus, tetapi guru tidak mempertimbangkan yang baru."
1,it is good,ini baik
1,extracurricular activities held in university is good.,Kegiatan ekstrakurikuler yang diadakan di universitas adalah baik.
1,"super, the extracurricular activities held in university. So that student can show the efforts in other fields.","Super, kegiatan ekstrakurikuler yang diadakan di universitas. Sehingga siswa dapat menunjukkan upaya di bidang lain."
1,good and ample number of extracurricular activities take place,Jumlah kegiatan ekstrakurikuler yang baik dan cukup
1,good,Bagus
0,they are good but they should give exposure to more students and not the same.,"Mereka bagus, tetapi seharusnya memberikan eksposur kepada lebih banyak mahasiswa dan bukan hanya kepada yang sama setiap kali.
"
1,excellent,bagus sekali
0,I do not participate,Saya tidak berpartisipasi
0,I do not participate,Saya tidak berpartisipasi
1,all are enough,semuanya sudah cukup
1,all activities are good,Semua kegiatan itu bagus
1,good,Bagus
1,More than best,Lebih dari yang terbaik
1,Its upto mark and very efficiently held in our university,Ini naik dan sangat efisien di universitas kami
1,Good,Bagus
1,provides good platform to interested students,Memberikan platform yang baik untuk siswa yang tertarik
-1,no comments. Because when you participiate you get reappear or backlog and no time is given for exam preparation,"Tidak ada komentar. Karena ketika Anda berpartisipasi, Anda mendapatkan tugas ulang atau backlog, dan tidak ada waktu yang diberikan untuk persiapan ujian."
-1,"the activities are very good but no time is given to students for participation, so its of no use","Kegiatannya sangat bagus tetapi tidak ada waktu yang diberikan kepada siswa untuk partisipasi, jadi tidak ada gunanya"
0,average,rata-rata
1,lot of activities and students get exposure in games.,Banyak kegiatan dan siswa mendapatkan paparan dalam permainan.
1,too many activities are conducted and student get ample amount of opportunities to participate,Terlalu banyak kegiatan yang dilakukan dan siswa mendapatkan banyak kesempatan untuk berpartisipasi
1,they are going excellent,Mereka menjadi sangat baik
1,good,Bagus
1,good,Bagus
1,good,Bagus
1,excellent,bagus sekali
0,not much interested,tidak terlalu tertarik
1,very good,sangat bagus
1,Excellent,Bagus sekali
-1,because of lectures..we don't get time to participate..,Karena kuliah..kami tidak punya waktu untuk berpartisipasi ..
1,good,Bagus
0,Average,Rata-rata
1,good,Bagus
1,Good,Bagus
1,Good,Bagus
1,good.,Bagus.
1,very good,sangat bagus
-1,i also want to participate in that activities but i can't take part in those activities because I'm a day scholar,"Saya juga ingin berpartisipasi dalam kegiatan-kegiatan tersebut, tetapi saya tidak bisa ikut serta karena saya tinggal di luar kampus"
1,Extracurricular activities are good and provide a good platform.,Kegiatan ekstrakurikuler bagus dan menyediakan platform yang baik.
1,good,Bagus
1,It is good,Ini baik
1,good,Bagus
1,good,Bagus
1,Good,Bagus
1,Excellent,Bagus sekali
1,that's great,itu hebat
1,best,terbaik
0,hahahah,hahahah
1,very good it is a good oppurtunities to many students,sangat bagus itu adalah peluang yang baik bagi banyak siswa
1,there are many opportunities for students .. its all upon students about how they utilize them.,Ada banyak peluang bagi para mahasiswa... semuanya tergantung pada bagaimana mahasiswa memanfaatkannya.
1,excellent,bagus sekali
1,excellent,bagus sekali
1,good,Bagus
1,good,Bagus
0,average,rata-rata
1,It is excellent.,Itu sangat baik.
0,Poor,Buruk
1,some of the universities not conducted any extracurricular activities but in our university doing these it is good for our feature,"Beberapa universitas tidak melakukan kegiatan ekstrakurikuler tetapi di universitas kami melakukan ini, ini baik untuk fitur kami"
1,good,Bagus
1,IT IS VERY MUCH USEFUL AND WE CAN PARTICIPATE IN OUR INTERESTS,Ini sangat berguna dan kami dapat berpartisipasi dalam minat kami
1,very good,sangat bagus
1,excelent,sangat luar biasa
1,Quite a lot of events are organized and students have a all round growth which is a nice thing.,Cukup banyak acara diselenggarakan dan siswa memiliki pertumbuhan bulat yang merupakan hal yang baik.
1,very good,sangat bagus
-1,Activities are not up to the mark as advertisement.,Kegiatan tidak sesuai dengan iklan.
1,very well,sangat baik
1,good,Bagus
1,Excellent,Bagus sekali
0,It's good but we don't get sufficient time for participating in that activities,Itu bagus tapi kami tidak mendapatkan waktu yang cukup untuk berpartisipasi dalam kegiatan itu
1,unbiased,tidak memihak
1,LPU gives the best opportunity for the students to show their talent.,LPU memberikan kesempatan terbaik bagi para siswa untuk menunjukkan bakat mereka.
1,these are very usefull to students .excellent,Ini sangat berguna bagi siswa.
0,"there are lot of extracurricular activites held in university but so many of them are unknown to us ,the problem is there is no such ad's viewed to us
 my rating is 3/5","Ada banyak kegiatan ekstrakurikuler yang diadakan di universitas tetapi begitu banyak dari mereka yang tidak diketahui oleh kita, masalahnya adalah tidak ada iklan seperti itu kepada kita
 Peringkat saya 3/5"
1,these are very useful to the students for physical activity and improvement of knowledge,Ini sangat berguna bagi siswa untuk aktivitas fisik dan peningkatan pengetahuan
1,good,Bagus
-1,Sometimes study burden is that much that we can not participate in these activities ...there should b one activity complusory for every student like all other courses,Terkadang beban belajar begitu besar sehingga kita tidak dapat berpartisipasi dalam kegiatan-kegiatan tersebut... seharusnya ada satu kegiatan yang wajib bagi setiap mahasiswa seperti halnya mata pelajaran lainnya.
1,excellent,bagus sekali
1,it helps in building up university's reputation.,Ini membantu dalam membangun reputasi universitas.
1,good,Bagus
1,It was quite great and unique.,Itu cukup bagus dan unik.
1,EXTRAORDINARY,LUAR BIASA
1,they are good,mereka bagus
1,it was quite great and unique,itu cukup bagus dan unik
1,Very good,Sangat bagus
1,good,Bagus
1,"it is relly awesome,extirdinary and marvellous but no time to attend","Ini sangat mengagumkan, ekstrirdiner dan luar biasa tetapi tidak ada waktu untuk hadir"
1,good,Bagus
1,good,Bagus
1,good,Bagus
1,nice,Bagus
1,good,Bagus
1,that is only good in this university,Itu hanya bagus di universitas ini
1,good,Bagus
1,excellent..... u r the best in providing facilties and etc .. for extra curricular activities,Luar Biasa ..... Anda yang terbaik dalam menyediakan fasilitas dan dll. Untuk aktivitas kurikuler tambahan
1,extracurricular activities are also good,Kegiatan ekstrakurikuler juga bagus
1,excellent,bagus sekali
1,university offers alkot of activities which is excellent on their part as students are able to explore themselves,Universitas menawarkan alkot kegiatan yang sangat baik di pihak mereka karena siswa dapat menjelajahi diri mereka sendiri
1,super,super
1,Extracurricular activities are good. It helps people to know their talent and build up their skills.,Kegiatan ekstrakurikuler bagus. Ini membantu orang untuk mengetahui bakat mereka dan membangun keterampilan mereka.
1,good,Bagus
1,I am really enjoying,Saya sangat menikmati
1,i felt happy because it encourages our talents,Saya merasa bahagia karena itu mendorong bakat kami
1,Excellent,Bagus sekali
1,Outstanding,Luar biasa
1,better,lebih baik
1,excellent simply superb,Luar biasa luar biasa
-1,"before coming to lpu i thought sports were very good n encouraging.but, there are many politics in sports especially in cricket.","Sebelum datang ke LPU, saya pikir olahraga sangat bagus dan mendorong. Tapi, ada banyak politik dalam olahraga terutama di kriket."
-1,not every one is getting opportunities here only recommended students getting.,Tidak semua mendapatkan peluang di sini hanya merekomendasikan siswa mendapatkan.
1,it seems to me very good since it is a good source of interaction with other and to built a leadership quilities and to overcome our faults.,Tampaknya bagi saya sangat baik karena ini merupakan sumber interaksi yang baik dengan yang lain dan untuk membangun kuilitas kepemimpinan dan untuk mengatasi kesalahan kita.
1,They are sportive,Mereka sportif
1,One of the best things I like about this university. The best of all.,Salah satu hal terbaik yang saya sukai dari universitas ini. Yang terbaik dari semuanya.
1,They are extraordinary,Mereka luar biasa
1,extra curricular are so good. university is providing many pathways to many students....apart from education,Kurikuler ekstra sangat bagus. Universitas menyediakan banyak jalur bagi banyak siswa .... selain dari pendidikan
1,good,Bagus
1,good they are knowledgebale and helps us interacting with other students,"Bagus, mereka adalah pengetahuan dan membantu kami berinteraksi dengan siswa lain"
1,in this university there is lot of events and lot of extra curriclar activities....,Di universitas ini ada banyak acara dan banyak kegiatan kurikus tambahan ....
1,Excellent,Bagus sekali
1,The best,Terbaik
1,good..,Bagus..
1,excellent,bagus sekali
-1,VERY HIGH......NEED TO TAKE DOWN SOME ACCITIVTIES ................................NOISE POLuTION IN THE UNIVERSITY ALWAYS A BIG PROBLEM.,SANGAT TINGGI... PERLU MENGURANGI BEBERAPA AKTIVITAS... PENCEMARAN SUARA DI KAMPUS SELALU MENJADI MASALAH BESAR.
1,Yes.,Ya.
1,VERY GOOD,SANGAT BAGUS
1,they all are held in super,Mereka semua ditahan di Super
1,good,Bagus
1,the extracurricular activities held in university are very enjoyable and good,Kegiatan ekstrakurikuler yang diadakan di universitas sangat menyenangkan dan baik
1,Our university has lot of extracurricular going on and it helps us a lot.,Universitas kami memiliki banyak ekstrakurikuler yang terjadi dan itu banyak membantu kami.
1,IT IS THE BEST THING IN THIS UNIVERSITY I LIKE IT,Ini adalah hal terbaik di universitas ini saya menyukainya
