sentiment,reviews,translated_reviews
1,I like reading books in Library,saya suka membaca buku di perpustakaan
1,i felt its better because there is no problem from library facilities,saya merasa lebih baik karena tidak ada masalah dari fasilitas perpustakaan
0,Excellent but sometimes lack of books especially during exam times,luar biasa tetapi terkadang kurangnya buku terutama selama waktu ujian
0,libary is giving a lot to us but we are not getting it,libary memberi banyak hal kepada kami tetapi kami tidak mendapatkannya
0,"i've never went to library in lpu. so,i don't know about that.",saya tidak pernah pergi ke perpustakaan di lpu jadi saya tidak tahu tentang itu
0,I don't know about that because i didn't go to library till now.,saya tidak tahu tentang itu karena saya tidak pergi ke perpustakaan sampai sekarang
1,facilities are good to overcome one's need,fasilitas baik untuk mengatasi kebutuhan seseorang
-1,Required text books are not available to every student,buku teks yang diperlukan tidak tersedia untuk setiap siswa
0,library facilities are excellent...but only limited books are available ..so books should be increased.,fasilitas perpustakaan sangat bagus  tetapi hanya buku terbatas yang tersedia  jadi buku harus ditingkatkan
-1,The library has insufficent number of books for all the students,perpustakaan memiliki jumlah buku yang tidak cukup untuk semua siswa
1,very good there we can find several course books and we can find several reference books also...,sangat bagus di sana kita dapat menemukan beberapa buku kursus dan kita dapat menemukan beberapa buku referensi juga 
0,Library is vast and has got wide variety of books But I think more number of specimen copies of books should be made available,perpustakaan sangat luas dan telah mendapatkan berbagai macam buku tetapi saya pikir lebih banyak salinan spesimen buku harus tersedia
0,VERY NICE....BUT BOOKS ARE NOT AVAILABE EVERY TIME,sangat bagus  tapi buku tidak tersedia setiap saat
1,IT IS ALSO GOOD,itu juga bagus
-1,library facilities are not good.They are not following the rules( they are using phones in library).,fasilitas perpustakaan tidak baik mereka tidak mengikuti aturan mereka menggunakan ponsel di perpustakaan
1,We have a good library with all facilities.,kami memiliki perpustakaan yang bagus dengan semua fasilitas
-1,THEY IS NO PROBLEM WITH THEM,mereka tidak masalah dengan mereka
1,extracurricular activities are excellent and provides best platform to students.,kegiatan ekstrakurikuler sangat baik dan memberikan platform terbaik untuk siswa
1,Extra curricular activities also help students to divert their mind from their study for some time. University plays an important role in this task.,kegiatan ekstra kurikuler juga membantu siswa untuk mengalihkan pikiran mereka dari studi mereka selama beberapa waktu universitas memainkan peran penting dalam tugas ini
-1,Complete wastage of time. Again this opinion is strictly personal and may not coincide with others.,ini adalah pemborosan waktu yang total sekali lagi pendapat ini adalah sangat pribadi dan mungkin tidak sesuai dengan pendapat orang lain
1,extracurricular activities increases mental and physical abilities,kegiatan ekstrakurikuler meningkatkan kemampuan mental dan fisik
0,No views,tidak ada tampilan
0,No idea about the extracurricular activities.,tidak tahu tentang kegiatan ekstrakurikuler
1,Good it provides a great platform,bagus menyediakan platform yang bagus
1,While coming to extracurriculum activities it's better than any other university which I had come around.,saat datang ke kegiatan ekstrakurikulum ini lebih baik daripada universitas lain yang saya datangi
1,This university is number 1 in terms of extracurricular activities and in encouraging students to participate at their comfort levels.,universitas ini adalah nomor 1 dalam hal kegiatan ekstrakurikuler dan dalam mendorong siswa untuk berpartisipasi di tingkat kenyamanan mereka
1,Its give various opportunities and exposure,ini memberikan berbagai peluang dan paparan
0,This is really a good thing that events happen in our university regularly but they must be announced early so that every student can prepare themselves for participation because sometimes we get to know about most of the events when they have already been conducted. So announcement must be there.,ini benar benar hal yang baik bahwa peristiwa terjadi di universitas kami secara teratur tetapi mereka harus diumumkan lebih awal sehingga setiap siswa dapat mempersiapkan diri untuk partisipasi karena kadang kadang kita mengetahui sebagian besar acara ketika mereka telah dilakukan jadi pengumuman harus ada di sana
1,extracurricular activities held in university are necessary it provides student a platform where they can improve and groom them.,kegiatan ekstrakurikuler yang diadakan di universitas diperlukan untuk memberikan siswa platform di mana mereka dapat meningkatkan dan merawatnya
1,They are really very intersting. All the students enjoys alot and get a chance to showcase there talent,mereka benar benar sangat menarik semua siswa menikmati banyak dan mendapatkan kesempatan untuk menampilkan bakat di sana
1,its good for refreshment,bagus untuk penyegaran
1,"It's appreciable, Students who are having interest in co curricular activities, getting a good platform",sangat terpuji bahwa siswa yang memiliki minat dalam kegiatan kokurikuler diberikan platform yang baik
0,Good but lacks audience.....as only participants can see these activities on duty leave basis,baik tetapi tidak memiliki audiens  karena hanya peserta yang dapat melihat kegiatan ini berdasarkan cuti tugas
1,All the activities are good and appropriate for students,semua kegiatan adalah gud dan sesuai untuk siswa
0,"Thats good but the problm is whenever in university the functions like one india, one world are held we are not alowed to go because we have to attend the classes and if we miss the classes we will gona loose the attendence and everyone knows in lpu attendnce is very important. 
 Thanks","itu bagus tapi masalahnya adalah kapan pun di universitas fungsi seperti satu india satu dunia diadakan kita tidak akan pergi karena kita harus menghadiri kelas dan jika kita kehilangan kelas kita akan kehilangan kehadiran dan semua orang tahu di lpu hadir sangat penting
 terima kasih"
-1,Chance to go and enjoy should be given.I think it should be off when any activity like One India is there to go and enjoy.Otherwise everything is good.,kesempatan untuk pergi dan menikmati seharusnya diberikan saya pikir seharusnya libur ketika ada kegiatan seperti one india agar dapat pergi dan menikmatinya selain itu semuanya baik
-1,extracurricular activies should be held when there are no classes for the students to attend so that every student can enjoy and participate in the events,aktivasi ekstrakurikuler harus diadakan ketika tidak ada kelas untuk dihadiri siswa sehingga setiap siswa dapat menikmati dan berpartisipasi dalam acara tersebut
1,they are amazing and help to boost our stamina.,mereka luar biasa dan membantu meningkatkan stamina kami
1,increasing confidence,meningkatkan kepercayaan diri
1,best,terbaik
1,extracurricular activities are good.,kegiatan ekstrakurikuler bagus
0,"good it is, but teachers do not consider the new ones.",bagus tetapi guru tidak mempertimbangkan yang baru
1,extracurricular activities held in university is good.,kegiatan ekstrakurikuler yang diadakan di universitas adalah baik
1,"super, the extracurricular activities held in university. So that student can show the efforts in other fields.",super kegiatan ekstrakurikuler yang diadakan di universitas sehingga siswa dapat menunjukkan upaya di bidang lain
1,good and ample number of extracurricular activities take place,jumlah kegiatan ekstrakurikuler yang baik dan cukup
0,they are good but they should give exposure to more students and not the same.,"mereka bagus tetapi seharusnya memberikan eksposur kepada lebih banyak mahasiswa dan bukan hanya kepada yang sama setiap kali
"
0,I do not participate,saya tidak berpartisipasi
1,all are enough,semuanya sudah cukup
1,all activities are good,semua kegiatan itu bagus
1,More than best,lebih dari yang terbaik
1,Its upto mark and very efficiently held in our university,ini naik dan sangat efisien di universitas kami
1,provides good platform to interested students,memberikan platform yang baik untuk siswa yang tertarik
-1,no comments. Because when you participiate you get reappear or backlog and no time is given for exam preparation,tidak ada komentar karena ketika anda berpartisipasi anda mendapatkan tugas ulang atau backlog dan tidak ada waktu yang diberikan untuk persiapan ujian
-1,"the activities are very good but no time is given to students for participation, so its of no use",kegiatannya sangat bagus tetapi tidak ada waktu yang diberikan kepada siswa untuk partisipasi jadi tidak ada gunanya
1,lot of activities and students get exposure in games.,banyak kegiatan dan siswa mendapatkan paparan dalam permainan
1,too many activities are conducted and student get ample amount of opportunities to participate,terlalu banyak kegiatan yang dilakukan dan siswa mendapatkan banyak kesempatan untuk berpartisipasi
1,they are going excellent,mereka menjadi sangat baik
0,not much interested,tidak terlalu tertarik
-1,because of lectures..we don't get time to participate..,karena kuliahkami tidak punya waktu untuk berpartisipasi 
-1,i also want to participate in that activities but i can't take part in those activities because I'm a day scholar,saya juga ingin berpartisipasi dalam kegiatankegiatan tersebut tetapi saya tidak bisa ikut serta karena saya tinggal di luar kampus
1,Extracurricular activities are good and provide a good platform.,kegiatan ekstrakurikuler bagus dan menyediakan platform yang baik
1,that's great,itu hebat
0,hahahah,hahahah
1,very good it is a good oppurtunities to many students,sangat bagus itu adalah peluang yang baik bagi banyak siswa
1,there are many opportunities for students .. its all upon students about how they utilize them.,ada banyak peluang bagi para mahasiswa semuanya tergantung pada bagaimana mahasiswa memanfaatkannya
1,some of the universities not conducted any extracurricular activities but in our university doing these it is good for our feature,beberapa universitas tidak melakukan kegiatan ekstrakurikuler tetapi di universitas kami melakukan ini ini baik untuk fitur kami
1,IT IS VERY MUCH USEFUL AND WE CAN PARTICIPATE IN OUR INTERESTS,ini sangat berguna dan kami dapat berpartisipasi dalam minat kami
1,excelent,sangat luar biasa
1,Quite a lot of events are organized and students have a all round growth which is a nice thing.,cukup banyak acara diselenggarakan dan siswa memiliki pertumbuhan bulat yang merupakan hal yang baik
-1,Activities are not up to the mark as advertisement.,kegiatan tidak sesuai dengan iklan
1,very well,sangat baik
0,It's good but we don't get sufficient time for participating in that activities,itu bagus tapi kami tidak mendapatkan waktu yang cukup untuk berpartisipasi dalam kegiatan itu
1,unbiased,tidak memihak
1,LPU gives the best opportunity for the students to show their talent.,lpu memberikan kesempatan terbaik bagi para siswa untuk menunjukkan bakat mereka
1,these are very usefull to students .excellent,ini sangat berguna bagi siswa
0,"there are lot of extracurricular activites held in university but so many of them are unknown to us ,the problem is there is no such ad's viewed to us
 my rating is 3/5","ada banyak kegiatan ekstrakurikuler yang diadakan di universitas tetapi begitu banyak dari mereka yang tidak diketahui oleh kita masalahnya adalah tidak ada iklan seperti itu kepada kita
 peringkat saya 35"
1,these are very useful to the students for physical activity and improvement of knowledge,ini sangat berguna bagi siswa untuk aktivitas fisik dan peningkatan pengetahuan
-1,Sometimes study burden is that much that we can not participate in these activities ...there should b one activity complusory for every student like all other courses,terkadang beban belajar begitu besar sehingga kita tidak dapat berpartisipasi dalam kegiatankegiatan tersebut seharusnya ada satu kegiatan yang wajib bagi setiap mahasiswa seperti halnya mata pelajaran lainnya
1,it helps in building up university's reputation.,ini membantu dalam membangun reputasi universitas
1,It was quite great and unique.,itu cukup bagus dan unik
1,"it is relly awesome,extirdinary and marvellous but no time to attend",ini sangat mengagumkan ekstrirdiner dan luar biasa tetapi tidak ada waktu untuk hadir
1,that is only good in this university,itu hanya bagus di universitas ini
1,excellent..... u r the best in providing facilties and etc .. for extra curricular activities,luar biasa  anda yang terbaik dalam menyediakan fasilitas dan dll untuk aktivitas kurikuler tambahan
1,extracurricular activities are also good,kegiatan ekstrakurikuler juga bagus
1,university offers alkot of activities which is excellent on their part as students are able to explore themselves,universitas menawarkan alkot kegiatan yang sangat baik di pihak mereka karena siswa dapat menjelajahi diri mereka sendiri
1,Extracurricular activities are good. It helps people to know their talent and build up their skills.,kegiatan ekstrakurikuler bagus ini membantu orang untuk mengetahui bakat mereka dan membangun keterampilan mereka
1,I am really enjoying,saya sangat menikmati
1,i felt happy because it encourages our talents,saya merasa bahagia karena itu mendorong bakat kami
1,better,lebih baik
-1,"before coming to lpu i thought sports were very good n encouraging.but, there are many politics in sports especially in cricket.",sebelum datang ke lpu saya pikir olahraga sangat bagus dan mendorong tapi ada banyak politik dalam olahraga terutama di kriket
-1,not every one is getting opportunities here only recommended students getting.,tidak semua mendapatkan peluang di sini hanya merekomendasikan siswa mendapatkan
1,it seems to me very good since it is a good source of interaction with other and to built a leadership quilities and to overcome our faults.,tampaknya bagi saya sangat baik karena ini merupakan sumber interaksi yang baik dengan yang lain dan untuk membangun kuilitas kepemimpinan dan untuk mengatasi kesalahan kita
1,They are sportive,mereka sportif
1,One of the best things I like about this university. The best of all.,salah satu hal terbaik yang saya sukai dari universitas ini yang terbaik dari semuanya
1,They are extraordinary,mereka luar biasa
1,extra curricular are so good. university is providing many pathways to many students....apart from education,kurikuler ekstra sangat bagus universitas menyediakan banyak jalur bagi banyak siswa  selain dari pendidikan
1,good they are knowledgebale and helps us interacting with other students,bagus mereka adalah pengetahuan dan membantu kami berinteraksi dengan siswa lain
1,in this university there is lot of events and lot of extra curriclar activities....,di universitas ini ada banyak acara dan banyak kegiatan kurikus tambahan 
-1,VERY HIGH......NEED TO TAKE DOWN SOME ACCITIVTIES ................................NOISE POLuTION IN THE UNIVERSITY ALWAYS A BIG PROBLEM.,sangat tinggi perlu mengurangi beberapa aktivitas pencemaran suara di kampus selalu menjadi masalah besar
1,they all are held in super,mereka semua ditahan di super
1,the extracurricular activities held in university are very enjoyable and good,kegiatan ekstrakurikuler yang diadakan di universitas sangat menyenangkan dan baik
1,Our university has lot of extracurricular going on and it helps us a lot.,universitas kami memiliki banyak ekstrakurikuler yang terjadi dan itu banyak membantu kami
1,IT IS THE BEST THING IN THIS UNIVERSITY I LIKE IT,ini adalah hal terbaik di universitas ini saya menyukainya
