sentiment,reviews
0,"tough professor. He will definitely make you work. Despite the work load, he's very cool. The course can be confusing at times, but overall he really wants to help you. If you put in the effort, he will not fail you. If you're looking for an easy A - DO NOT TAKE THIS CLASS."
1,"Really hard professor for 098. He expects a lot out of his students. Still he is the best english teacher I have ever had. He really teaches well and wants all his students to learn. If you want a free pass to 155, don't take this class. If you want to have the ability to succeed in 155, take his class because it will prepare you well."
-1,"THE WORST PROFESSOR IVE EVER HAD!!!! He is the biggest jerk ever! If he does not like you, you will have the hardest time in his class. He wont have any trouble insulting you in front of the whole class. Very rude!!! you wont learn anything!"
1,"HE IS A REAL COOL PROFESSOR. I LEARNED ALOT IN HIS CLASS & HE TALK ABOUT REAL LIFE SITUATIONS. ALL YOU HAVE TO DO IS SHOW UP,READ THE BOOKS,AND VOICE YOUR OPINION. HE TRIES TO HELP YOU AS MUCH AS HE CAN JUST ASK FOR HELP IF YOU REALLY NEED IT"
-1,i learned more when i was studying english at an ESL school.
-1,"HE IS THE WORST PROFESSOR I HAVE EVER & AND I MEAN EVER HAD. If he does not like u it is a sure thing that u will not pass the class. He is full of his self and thinks that he is the only person that's right. You will NOT LEARN how to write, u will come out of his class more confused than ever. He also has u buy his own books which r so inappropria"
0,He was a really great teacher. He is hard and intimidating and he says whatever is on his mind. But if you show you want a good grade he will give you that grade. He talks about real life and he wants students to leran. Just read the book and have you own opinion.
0,Never judge a book by its cover
-1,"Did'nt learn anything about writing, in his english class."
-1,he is really hard teacher. U will never pass his class if he doesnt like u.
1,I had him for english over the summer and he was very hard at first until he gets to know you and he becomes a whole lot nicer... i was soo suprised i got an A. Great teacher
1,"he is a very hard teacher, ans sometimes intimidating, but if you pay attention to what he asks for and take notes everytime he writes on the bored then you will be able to class. If you choose to not to take notes then you will struggle alot in the class"
-1,No Comments
-1,"If you want to get credit easily, you choose the wrong one."
-1,"Do yourself a favor, avoid him. He reads these comments and comments himself also."
1,"he can be intimidating, but after you get past that characteristic, he is a good guy. very helpful during office hours. you have to keep up with the reading or else you're screwed. he taught me how to write and in the end wasn't a bad guy. he is a GOOD teacher, but only take him if you WANT TO LEARN. if you want an easy A, this is not for you"
-1,You definitely have to keep up with the readings if you don't then you can just forget about the whole thing. Try and speak up about the book if you know things and let him know that your really trying. Keep persisting even when you get back papers with lower grades than you expected. In the end people who did everything and really tried succeed.
0,"i took all AP classes in high school, none of which prepared me for this class. Very tough and time consuming, it can get very emotional. He is very intelligent but has problems of his own he often relates to. If you have a lot of time on your hands and want a challenge, take it, it will improve your writing dramatically if you can keep up."
1,"Excellent teacher. The best I've had. Not for most students because most students arent looking to learn. Most are looking for a good grade. That wont come without LOTS if work in this class. Only for those who wish to improve their writing, take on a challenge or those who wish to FAIL. When I say lots of writing , I mean lots of writing."
1,"The Professor iS A VERY HELPFUL TEACHER. hE DEMANDS a lot from the students but its worth it. Even though we read a lot in the class, its worth taking this class. Very challengy . If your looking for an easy class to take, this is not the right one people. If he see's your interest, he is willing to help you outside the classroom (office hours)."
-1,If you like to write papers and read every second of the day than you'll like him. He is very particular in what he wants. grades tough. tries to be a hard ass with students. if u can avoid him do it.
0,"HE COOL....MAYBE A LITTLE INAPPROPOIATE, BUT STILL COOL...MADE MY WRITING SKILLS ALOT STRONGER"
-1,He is the worst ever. I have never had a professor that was so insensitive. PLEASE D0NT TAKE THIS C0URSE!!!!......
-1,No Comments
-1,I would advise all the students to stay away from Obayani. I had him 13 years ago in Pierce College and I found him to be a total jerk. I am surprised he is still around. He would give students good grades in exchange for favors. One student got an A in his class by fixing his car!
0,"At first I hated him! but towards the middle of the semester i just realized he was trying to come off as a hard ass to weed out the students who dont really try. He really cares about his students and wants them to learn and succeed. However if you're looking to take an easy A, DONT TAKE HIM, you have to WORK HARD to earn your grade."
1,"Professor has EXCEEDED my expectations. DON'T be fooled by FALSE statements about him. He really cares about his students & is adamant about their success. I enjoyed every moment! Class lectures are always FUN & ENERGETIC. If you don't like participating, this class isn't for you. NO PAPERS, 3 easy tests, 1 presentation. HE MAKES MUSIC CLASS SO FUN!"
1,"I remember when I first took his class, I thought I was going to hate him because he comes off as a really ""tough"" professor but as time passed, he is SOOOO cool. As I think about it, i believe he was one of the most influential teachers I ever had. PERIOD. Yeah people say he's an **** but he just doesn't take no of that ****!!"
1,No Comments
-1,"This guy is a jerk. He comes off all ""high and mighty."" He doesn't help students just tells you ""do,"" with no explaination. If you can read his writing you may be able to understand what is going on otherwise, forget about it. He als"
0,"he assigns a lot of hw, and papers. but the conversations in class are out of control. i learned a lot in his class. he helped me a lot as far as keeping my grade up."
0,No Comments
-1,"Man.... dont do it!! if your not a girl, this foo is your worst enemy. I was there every single class session and failed. He undresses female stundents with his eyes. To many pages in too little time to write for freshman comp. i definately wouldnt recommend this professor to anybody unless your a woman. if your a guy, keep it pushin playa"
-1,"Took this course freshman year, BIG MISTAKE. One of the worst professors I've ever taken at CSUN. Ridiculous amount of LONG papers in too short of a time. Very arogant. Many things he says are INNAPPROPRIATE. Be prepared to work your ass off writing papers for a C or worse!"
0,"He is a very good teacher. Loves to spread some of his knowledge with his students. If you're doing bad he will tell you ""You're slippin'"" which is a sign for you to get your butt on track. Yes his class may seem hard and maybe too much writing but overall i loved his class."
1,Is a good guy!! He can come off as an ass but it really nice. Always available if you need help and very understanding. I love the man!!! Very Wise. His class should be taken!!!!
0,Professor is a cool teacher he will definitely teach how to write. At times he can get on your nerves but after all the papers you write you will feel super accomplished.
-1,"Makes you feel stupid for asking simple questions, gives long papers with vague subject, goes off talking about Brazil and women, sometimes inappropriate."
-1,Too many essays in too short of time.
0,"If you write his papers, you'll be fine. Just don't ask him why he went to jail. motherf***r will stare you the f""""* down... he also knows alot about the****.:)"
0,damn this prof is smart as hell.. but hes very hard and gives alot of papers..dont be surprised when you have to write two papers about 8 pages long each in one week
1,"TIGHT TEACHER!!! THIS MAN HAS SOME STORIES TO TELL, BUT DONT GET ME WRONG YOU ARE GOING TO WORK YOUR ASS OFF WITH THEM PAPERS!!"
0,"The man is crazy. He actually brought a **** to our class to talk to us, plus he sells books out of the trunk of his car. Get on his god side a.s.a.p. cuz I will feel sorry for you if you don't!"
-1,"Very cool guy,an intellectual knows a little about everything. get on his good side and your okay. you will have tons of papers and reading but you can do horrible and still do well he just wants to be sure you grasped everything he attempted to teach."
-1,"You better get on his good side early if you want to pass the class. Participate in class discussions, which always go off topic. The guy had a hard life and will make your life very hard with endless essays and unreasonable demands."
0,"Professor will work your ass off and use shock value often. After completing his course, you will be forced to learn alot and be genuinely interested in the topics. Also very unspecific in essay assignment subjects. Overall: very good professor!"
1,"Professor is a cool professor. Sometimes he has class discussions on things about life which get interesting. He's been through a lot. For a black professor, knowing how to speak chinese is really cool. He integrated a white school back in the day"
-1,"Professor wasn't hard actually. He was very unclear and all the essays he made us write were pointless. He makes you think, that's true but not about learning--about leaving."
1,Although this teacher was VERY HARD I do have to admit that I learned a lot for him. He is a great professor and will definantly make you think. By the end of the semester you will feel like you accomplished so much and will walk away with so much.
1,She's a really good teacher and I was able to understand everything. She is very easy to talk to and is happy to help with anything you need. She explains things well and uses lots of examples. I noticed that she looks like Emma Stone when she smiles (just thought I'd put that in!)
1,"She's a really good teacher. Always helps you out and her class is never boring. But sad to say she's going to another school next sem. Since i had her for summer, we didn't have any exams. Just take home quiz and 4 projects. which were extremly easy. We didn't take a final exam just had to do a final project. REALLY EASY."
1,She's super sweet and soo nice! Her class was really easy as well. She gives you a study guide and everything on it shows up on the test. She curves the tests sometimes too so I managed to get over 100% on every test. It's really not that difficult...just dedicate 2-3hrs of studying before each test and you'll be fine. not that h
1,"don't expect to just get an easy 'A.' Your going to have to study. Her biggest flaw is that she is a new mother, and she doesn't realize when to stop being a mother and when she should be a professor. She doesn't treat her students like adults. She buys into the fact that shes super sweet and cute, but she can be really dull and boring. Lectures zz"
1,"Very Sweet teacher! Knows what she's talking about and uses good examples. I recommend taking her class, its interesting and fun"
1,I took her for 131 and now 129 and...I love her!! She is very nice and she cares about her students. Take her if you get a chance!
1,"She is one of the coolest teachers at Grossmont. She really understands the subject and answers any questions you have. You get a study guide for every exam, and as long as you know what's on there, you'll do fine! She's an amazing teacher! Definitely recommended."
1,4 exams for which you get the best study guides ever. Know the stuff in the SG and you'll pass it for sure. you get to observe little kids and write about it. Just use lots of definitions and its an A. The final you get to bring a cheat sheet!!
1,"I really love her! Trust me, if you are just entering into child development, you want to take her. This is my major and I am really lucky to have gotten a wonderful teacher for my first class. I really learned a lot and she reminded me why I chose this major in the first place. I will take Amy again for sure!"
1,She is an awesome teacher all around! She is very knowledgeable and explains everything so you can understand. Assignments and tests are clear in instruction and fun!
1,She is really nice! And the class was really REALLY easy if you study the study guide. Everything on the guide is on the test. so just memorize everything and you'll get an A+ for sure!
1,"She's too cute, you just want to be friends with her right away! A great teacher too, very knowledgeable and likes to teach CD. Gives you copies of every power point so that you can focus on the lecture vs. write, provides excellent test study guides, and makes the class comfortable, fun, and funny. Review the study guides & the tests are EASY!"
-1,"The Lecturer was rediculus, thinks she's so cute. Made class harder than it should have been."
1,The Lecturer is really great!!! she makes a tough class easy. i took a summer session which was very fast paced! i ended up getting an A+ in her class. i learned a lot. take her! take her!
1,The Lecturer is the best teacher! She's so nice and sweet. But she's a great teacher too! She's really funny and makes cool jokes to help you remember things. She gives really good study guides for the tests.
1,"Very informative teacher. She gives study guides for each test, that are very doable. Great class, I highly recommend this professor."
1,"Was a great teacher, and very helpful. Is very clear on her teaching!!"
1,I have taken 4 of Amys classes and she is the best!!! Out of all of the CD teachers I have had she is my Fav friendly and informative...She Rocks!!!
1,"Excelent teacher, always makes class great"
1,"I LOVE THIS CLASS! She is such a wonderful teacher! She always explained everything so thoroughly so there was no way to misunderstand. She was extremely helpful and had original ideas for teaching. To learn child development phrases and ideas, she had us play the game ""Pyramid"" and it made the class so fun! She was so friendly and put everyone at ease. Best class I've ever had."
1,The Professor is a wonderful and extremely helpful teacher
-1,"BLAH - unorganized, never got responses back till a few days later. nice lady but I don't think she cared much."
-1,Presents herself as sweet but don't be fooled. She doesn't like it if you miss class or come late. She is very knowlegeable and will find info if she doesn't know. Allowed a note sheet for final. Is willing to look over work before it is due so you can get most points.
-1,the class was most helpful and applicable to everyday life.I felt Amy was very sincere and seems to REAlly care about her students.Thank you Amy for your bright smile anf kind words and kind eyes.
-1,Sweet heart! Very awesome attitude! I don’t think it is possible to be any nicer! She is still young and passionate about her teachings. She will go out of her way to help when you need it. Class is set up on power-point. Gives study guides which are sufficient for the tests!
-1,"The Lecturer  is the best child development teacher at Grossmont, and I've had them all. She gives a study guide for the mid term and everything on the study guide is on the test."
-1,"I think she was a very cool teacher! She was super sweet! Her tests were pretty easy, you just need to make sure you take good notes cuz most of her tests were from the notes, she gave out study guides and just make sure that you listen to her lectures. She was a really sweety and very patient :)"
-1,The Lecturer is the best instructor I've ever had. She's very thorough and knows her stuff. She gives you study guides for all the tests and the papers are easy as long as you follow her instructions.
-1,"The lecturer is one of the best teachers I have ever taken. She is very knowledgable in a lot of child development topics. She is very clear about what is expected from the assisgnments and she gives you a study guide for every test,which are mostly mulitple choic"
-1,"This was a summer online hybrid course. It was an easy class but the projects took some time. I never got the book, the lecture notes are good enough. Amy is very nice, I hope to get her for a CD125 class in the fall."
0,"She is a really nice person,and an OKAY teacher. I'm taking summer school and I'm not sure she's a good summer school teacher. She lets the class get off topic, and in a summer class, theres really no time for that. But other than that, she's a sweetie."
0,my friends said she was easy but not really i got a bad grade on one of the essays and it messed me up...got a C because of 2 points she dont care.
1,The Lecturer is the most amazing teacher and woman in the entire college. I couldn't wait to wake up every morning just to see her awesome smile. She is the sweetest and most caring person i have ever met.Easy to pass if you study.
0,"Didn't really care for her too much. Too much ""I know a..."" class discussion left us with less learning time and more print outs of what should have been taught. Her tests were very easy - didn't even need the book."
1,"First time with hybrid course. Amy was just as nervous as the rest of us to the outcome of the class. Very prepared, clear, and caring. Tests easy. Assignments need a lot of hard work but are worth it. Excellent teacher."
1,"really sweet and caring. test are really easy.the research papers i think she grades really hard,so do super good on those. fun and easy class.learned so much."
1,Assignments time consuming and require deliberate thought. Cares for her students.
1,"Wonderful educator. She is close to our age, so we can relate to her on a different level than most teachers. I love the way she teaches and uses examples from her own life. Study guides are just like tests. Love her, love her, love her"
1,"GREAT GAL. VERY EASY TEST & 3 NOT SO DIFFICULT ESSAYS. DO NOT REALLY NEED THE BOOK, CAN PASS THE CLASS WITH JUST LECTURE NOTES. HIGHLY RECOMMEND THIS CLASS FOR AN EASY ""A"""
1,"Shes a Great person,very helpful I highly recommend taking her! Easy tests."
1,"A GREAT professor/teacher. I learned so much in her class. She really cares about what she teaches and cares that others will learn from her class. She also has a Great smile, and is very cute."
1,"She is so cute! Such a great teacher. 3 papers but they are easy, tests every other week but they are not bad at all. I loved her class so much and she is such a great teacher."
1,"Real good teacher that makes everything easy to learn, plus she has a personality that makes her hot!!"
1,The Lecturer is a very good professor and she is very helpful and communicates effectively to her students
1,The Lecturer is a great teacher. Her lectures were money. The test were easy if you payed attention to the lectures and looked over your notes. The papers were really easy.
1,"Lecturer is very organized&knowledgeable. If she doesn't know the answer to one of your questions, she will find it for you. She encourages class participation and dialogue. Her class was fun&educational. Heavy workload, but manageable. Great study guides."
1,"Very sweet person with incredible knowledge. In short; okay class, easy tests, HUGE load of projects and busywork. Not good if you HATE working in groups, thats basically all you do. Guys will not like, because they lack emotion of any kind whatsoever!"
1,She is a very easy teacher if you take notes and answer questions on the study guide. It is a lot of busy work. She is a very nice person.
1,"Wonderful Professor. Easy tests, great study guides. Always there to help if you need her. I recommend taking her."
1,"The class is very easy but boring, especially if your a guy"
1,She is a great teacher and she really knows what she is teaching. You will learn a lot in her class that you can use in your life. She is very interesting!! Everyone should take this class.
1,Very easy. take all the notes. answer all questions on the study guide. test is exactly what the study guide is. Easy A. very sweet.
1,GREAT teacher. Knows her stuff and great test study guides. TAKE HER. sweet too!
1,"She is a very good professor, Subject matter expert!"
1,"Funny, witty, charismatic, friendly, approachable, explains concepts thoroughly, mentions test q.s as he teaches, answers q.s after class, allows exam makeups, extra credit, simple project. Keeps things upbeat, tells fun stories. Can be a bit intimidating (just a little, the way assertive people tend to be). Really fun to argue with. Good looking."
1,"The best professor I have taken at NYCCT!!! You get to learn how to subnet quickly and efficiently. Like to give pop-up quizes. Pay attention in class, ask questions, read and study the book. I wish he would teach CST3607 and CST4707. Fair grader and will answer all your questions!!!!"
0,"Fair professor. Likes to give pop quizzes as for the lectures he uses powerpoint slides and they are pretty long and in depth. He likes when students ask him questions, so just study the book and the slides that's key to pass the exams. There are 2 exams, 1 midterm, 2 pop quizzes and 1 final. He drops the lowest score of the exams."
0,"Solid professor, but he is very PowerPoint heavy. His tests are entirely from the textbooks, so be extra sure to practice the review questions. The questions he picks are random and sometimes don't relate to what he previously taught, so be extensive when studying the book. He's also a bit of a jerk. He once roasted a girl for implying he was old."
1,"Must take! He is the best professor I have taken in citytech as far, and I am a Junior. He is very caring, will learn a lot in his class just pay attention. His tests are easy!"
0,"Decent teacher and would take again. As previous reviews mentioned, his lectures are powerpoint heavy and get boring. Read the chapters every week and study the questions from the book. Usually gives a quiz on each chapter based on HW questions. Like most classes just do all the work and you will receive an A."
-1,He is a good prof but he lectures are toooo long it would be better if he did more hands on overall easy prof for A grade
1,Good Professor. Lecture's are a little bit long and heavy but it does keep you on topic. In my situation he helped us through the midterm and made sure everyone did the extra-credit question and made sure we all knew what we needed to know. If you can please take him and you will be satisfied.
1,"Great professor for those who are new to networking. Always ready to meet your questions with real world solutions. My only gripe is that I was less receptive to slide lectures, but they are not heavily relied upon."
1,Nice professor. helpful. wants you to learn. i am sure anyone taking this class definitely wants to learn and get into networking field. he helps you learn and get the stuff. few pop quizes. Easy class.
1,"Has own business so knowledgeable about his work and practices it. Work load was not bad at all, got an easy A."
0,so so
1,Great young professor. If he sticks to teaching he will be amazing. Take him. Beats Sebili.
1,"very nice teacher, rides a bike ;)"
1,Professor is pretty helpful.
1,"No tests, good class. He can ramble but he’s very nice. Treat him well he’ll treat you well in return! Half page reading reviews but that’s all the work."
1,"He is the kind of professor that is not worried about testing you heavy or loading you up with homework, quizzes, yada yada. He cares whether or not you leave his class understanding the material. He really cares about his students and is always available if you need help. Take him seriously and you will learn alot."
1,Very helpful and easy class. Offers extra credit (easy projects) and very nice. He truly wants the best for his students.
1,"He is my favorite. He really cares about his students in every way. If you come to class he notices. You can usually find his tests from past students, he altered them for my class. TIP-it helps to read the chapters on your own. Class is laid back and he'll help you in the end if you have great attendance. He wants you to get connected."
1,"He is a nice guy who REALLY cares about his students. His test are hard, but he never changes his test so if you can find a previous one you're set. He offers extra credit. He tends to ramble and repeat things but he's pretty interesting. Class isn't mandatory but I advise going anyway because he gets pissed when no one shows up."
1,He is very nice and funny. He likes to tell jokes. But he tends to ramble on. His test are hard. He does offer extra credit. But there is no homework or quizzes to help level your grade out. so if you dont take notes or read the chapters you will certainly fail his class.
1,He is awesome! Hilarious and honest he will tell you the truth. While attendance isn't required you need to go cause taking notes won't help you and his tests are oober hard. He wants you to learn though so find out if you can stop and talk to him about the tests so he will help you. He wnats what's best for you so don't expect anything less.
-1,"Rambles on and on about nothing in class, and even if you take good notes and know the book you can get to the test and see completely new material. Most people get As because they are in the Ag fraternity and get the old tests from them (he has never changed his tests)."
1,"Funny stories. He is a good teacher bc he let's you learn the hard way that the tests don't only cover class notes, make sure you read chapters and take notes. Very laid back, simple man but one of the smartest I will probably ever know. But he smokes like a chimney :("
1,He is an amazing guy! I screwed up and missed half a semester of his class...and he sat down with me and discussed my options for the rest of the semester. I ended up passing with a B. He can be a little boring...until he sets the vial of pig****on your desk.(True story) Take him. Hes great!
1,He is an awsome old cowboy... if your interest is cows then you can learn alot from him.
1,one of the most helping and genuine professors ive had
0,"He is extremley smart with cattle, but his lectures go nowhere. To pass his test you need to find the old ones. But have no fear, he gives 60 points worth of extra credit just for turning it in. EASY A!"
1,"He is a really nice guy and he really cares about his students but the tests are hard. They are unpredictable. You never know what could be on it. So pay attention to everything even his jokes and bits of facts. However, he does do extra credit. So take advantage of it when you can"
1,"Amazing! Great teacher. Loves what he is teaching, very knowledgeable. He keeps up-to-date on new information in his field."
-1,"He's a great guy, but can't teach at all. His tests have nothing to do with the study guides. You never know what he's going to ask on them. He never takes role so you can skip a lot, but i would try to find someone else to take animal science with."
1,"Great guy....really does care about how his students do in all thier classes, not just his. always has some kind of ""life lesson"" at the beginning of class. always 5-10 minutes late so you dont have to worry about ever being late to his class."
1,"He is the kindest man that wants students to succeed and get a real education here at MSU. he is one of the most helpful and kind teachers i have ever had. he really cares abut his students. the class is ok, and he really tries to teach with alot of examples from his own experiences. the tests are med difficulty. you need to really study to get A"
-1,I agree with the last person. OL is a great guy and he's really nice. But he just lectures all hour about personal stories. Then he gives a study guide that is never anything like the tests! I just can't seem to do very well in this class and its a 100 level course!!! but i'm doing great my my 300 level ones!
-1,"He is really nice guy. I guess if you are a little more interested in what he is teaching then the class would be easier. However, he tends to tell a lot of stories. He does offer a lot of extra credit. Just make sure you read and study a lot."
1,Livestock judging is a fun class. There's only one test and the final is giving an oral set of reasons on a class of beef cattle. OL does kinda assume everybody knows the terms he uses though and it can go over your head.
1,"He is a good teach & he really knows his stuff. He will tell stories all the time that make class funny & he likes to get to know you. Sometimes he is hard to follow & his tests are hard, but if you study you will get a good grade because he grades really easy, but there are chances for extra credit"
1,This is the best class for anyone to take. One of the smartest men i know. Take him every chance you get.
1,He's the best! Really laid back too
0,tries to make the class as easy as possible but is not a very effective teacher
1,"If you truly apply yourself, then Mr. Barrow will award you accordingly. Just Don't give up! He loves for his students to have questions. Also, any and every question is a great question that someone else would also like to know, but may not have the confidence to do so. Just learn and ask questions. Easy A!"
1,"The teacher was great, he goes over the problem very well, and if you don't understand he will go over it again. His very helpful"
1,This was the first math class EVER that I was looking forward to attend throughout my college experience. Professor Owen teaches the math in a manner that will help you understand the material so much faster and it's so much easier to get done. Attendance is a must it can get tough if you miss a lecture since he is very detailed.
-1,skips multiple steps in whichever section he's teaching. Highly unorganized. He didn't have a curriculum prepared so it was all over the place. late to class every day. he tells you one thing then he's all over the place. Students would correct him and he would just stare at the board and be like ah ok then if the book says so.
1,A VERY EXCELLENT Instructor. Come to class do the homework and pass the final! He gives extra points as well. Knows his stuff well!
1,Professor  is a really great professor. Goes over the material over and over. Easy A. You will pass. Just how up to class because if you miss. You will miss a lecture and can critical. Overall has great great teaching method and is really funny at times
1,Professor's curriculum is very comprehensive and he makes math easy to learn. I decided to stay with this professor from math 113 throughout math 125 and it was the best decision for my academic experience. He is a terrific educator which is rare to find these days.
1,"He is a great instructor, took him for Math 112, 113 & 114. I loved math in high school, however it had been 25 years since I took math. Prof. Barrow's was able to make the class interesting and easy to grasp. I would recommend him to everyone!"
1,The Lecturer is a great teacher he cares about each student. He explains thoroughly his lessons with great feedback if you don't understand any part of the problem. I would take him again due to the way he goes over each question and explain them so you feel comfortable and confident that you have made a good choice in selecting him as a teacher.
1,"Great professor, would take him over and over again. Very caring and wants you to learn. His step by step learning process helps students understand. Definitely recommend. Hope he teaches Stats"
1,professor is a fantastic professor he's well respected among all his students who have taken him several times because he's such a good professor Hell make sure you learn the material He's clear and concise he's slow and methodical and he really cares that you get it He simply the best for math
1,Professor is a great teacher. His teaching style is to help all students to understand the concept of the Math level he is teaching. I would recommend other students to take his class. His personality is great and he also communicate well with all of his students.
1,Professor  is a great teacher. His teaching style is to help all students to understand the concept of the Math level he is teaching. I would recommend other students to take his class. His personality is great and he also communicate well with all of his students.
1,I have had a hard time with math my whole life. I have taken so many different teachers and always dropped because I wasnt getting it in the speed it was being taught! I am so grateful I took Mr. barrow for 2 semesters so far for 113 and summer 114. He is by far the best math teacher I have ever had! Im actually confident and liking math now!
1,"He has a very unique method in lectures of making the math simple and easy to follow as long as you can remember sequence of steps for the equations. Ask for help, you will receive walking away with confidence of solving the equations. What really helped me was taking test only on the 3-4 chapters at a time .He's the Best don't miss out ."
1,"I took Professor for Math 125 during the Summer of 2017, which is a 6 weeks course. I've taken this class before with another professor & failed. Barrow explains the material well. He tries to make math as simple as he can & teaches in a way in which you actually learn. I received 100% on all my tests, thanks to the knowledge he shared with us."
1,Math is not my strong suit but he breaks it down and makes it all so easy. Anyone who isn't strong in math this guy is the one to get. I passed his classes with A's and B's . He's the truth!
1,GREAT teacher. If you are not very strong in math this is the teacher for you. He breaks the problems down and works with you until you understand. The notes we take in class are very helpful when doing your homework and general understanding. Highly recommend him. Well respected and knows his math and wants you to succeed.
1,GREAT teacher. If you are not very strong in math this is the teacher for you. He breaks the problems down and works with you until you understand. The notes we take in class are very helpful when doing your homework and general understanding. Highly recommend him. Well respected and knows his math and wants you to succeed.
1,Great
1,"Taking him for a winter session, he is an excellent professor. He teaches good and explains everything in ways you can understand. He reviews homeworks and any problem from the book you don't understand. He makes problems look easy. He gave us two tests and a final and his tests are not multiple choice but they're not long."
1,"I took math 125 twice before I took professor Barrow. He made math so simple to me. He makes sure to clarify anything if you do not understand. He will break every problem down to the point where you tell yourself math is so easy! Take him if math is difficult for you, I promise you'll love it!!"
1,"He is the best, he's very patient and he goes over the material repeatedly. He wants you to be successful in passing this class. His lectures are clear, no tutor needed. I had not taken math in 25 yrs and passed. Expect homework he will go over it. His focus is for you to pass the final exam he will review. I'm taking him again for 125."
1,Best Instructor @ LATTC!! I hated math until I took Instructor Barrow!! changed my life!
1,Ived always had trouble with math because the teachers ived had in night school I'm glad I'm in this class now! I completely understand and if I don't then he explains and helps you
1,Had no interest in this class prof. Barrow made me understand it tho. Not hard he encourages students to ask questions. He does have a accent but it's understandable. Just come to class (clearly) and pay attention.
0,Like ti keep intouch with teachings and technic's. Learned esteem.
1,I've never been the type to enjoy math until I entered Mr. Barrows 101 class last semester. Since then I enjoy math more than I ever have ! He makes it to where you are able to understand it and he doesn't move on until he knows that everyone has the concept of whatever he's teaching that class. I'm glad to have had him for a teacher. A+ professor.
1,"He is honestly one of the best math teachers I've had. He makes class very interesting and very easy to understand. if you're a shy person like I am, you will come to find yourself very comfortable to go up and ask him questions. He's a very nice and friendly teacher. Make sure to buy your book & take notes!"
1,Great teacher. During the break we would talk about sports. His test are fair and easy. Just study and pay attention. Easy A!! :)
1,EXCELLENT!
1,"He is the nicest math teacher i've ever had, I took him for 2 semesters. He has soooo much patience and breaks everything down very easily so u can get it. He's also funny. Mr. Barrow I still owe u a haircut! lol"
1,"He is the BEST! I personally can live without math, but the way he teaches it doesn't bore me to death. He's really clear once you get over the slight accent, he's also a really nice guy. He's patient too. I wish I could take all of my math courses with him. GREAT PROFESSOR, he really knows his stuff."
1,He Is A Great Math Teacher. He Has A Step By Step Approach To Every Problem. He Makes Sure He Go's Over Every Line. He Gose Over The Homework And Most Of The Problems On The Mid Term. He Makes Math Easy So You Really Dont Have To Ask Or Go Elsewhere With For Help. Mr. Barrow Is A Great Math Teacher. S. Andrews
1,Math 115 is a breeze with the Professor.He is very good and he explains it step by step. A very nice math teacher and he will explain it until you understand it. Very smart teacher and well dress gentle man. He only teaches in the summer. He also teaches math 105. I do nbot like math but with him he makes it look easy.
1,The lecturer opened my eyes to the world of mathematics that I thought i would never understand. His methods of teaching is clear and he takes it step by step so you can follow the procedures for solving the problems. Hes one of the best at lattc.
1,No Comments
-1,"this professor will pile you up with homework, no late work accepted, rarely ever extra credit and when it is given, she never taught it. extremely test heavy and overall too much work for the easiest math class in college"
-1,Some say she's hard to understand with her accent but I understood her fine. It's how she doesn't understand questions by students. I did the homework and managed to understand most work but she is strict. If you want an easy class pass on her but if your willing to work then go ahead.
-1,She can be fine at times but class is stressful. It's a lot to do and when she wasn't nearby the class would talk about how we are failing and this class is killing us. If your willing to do the work then you'll be fine but if not don't bother taking her unless you have scholarships to back you up if you fail.
-1,"This is the absolute worst professor you will ever come across. She does not have the credibility to teach, assigns homework problems that do not exist, fails to provide dates for when the tests/quizzes are, and cannot answer the simplest questions. She can't speak English clearly and has sent emails with lots of misspelled words, so be prepared..."
-1,"Beware of her moving a quiz ahead and not telling the class, if you can even understand her through her accent. She will openly discuss students grades and also has a tendency to yell and generally be very rude. Often, she would spend her lecture period yelling at the class for not doing well and not understanding the material and not blame herself"
-1,"Thick Russian accent but can get past that and still understand her. Only problem is she speaks and goes too fast. I asked once if she could slow down, she actually told me I should keep up cause that's what is to be expected in higher level classes. Asked for help on one hw question, I got a side eye and attitude. Felt un-encouraged to keep going."
-1,DO NOT take this prof. I had her for a lower level math class and almost failed. I don't consider myself to be too bad at math but she made it nearly impossible to learn. Not to mention she has an extremely thick Russian accent which made it hard to grasp what she was saying. I wouldn't recommend her to anyone.
-1,"I did quite fine in her class, but if I didnt already know this material, I dont think I would recommend her to anyone. If youre lazy, dont take her. Shes hard to understand at times and when you ask questions, she doesnt really explain or answer your question well. She thinks shes teaching but she gives bad explanations. Very nice, up tight"
-1,Doesnt like if you ask any questions. Terrible. Doesnt give much help. And will receive a 0 on any test you dont attend to that day
-1,She rushes through her lectures. Doesn't interact with the class to see if we have questions or help.
1,"You will have to do a lot of homework: the best way to learn the material IS to have lots of practice. She gives you credit on problems you get wrong if you show your work, drops your lowest test score, and is accommodating if you have any issues. The final is standardized, meaning she didn't write it. She does everything possible to prepare you"
-1,One of the worst professors I have had. She may think shes teaching but shes not clear in her instruction and asking for clarification leads to more confusion. If not for the book I wouldnt really know anything.
0,"This is def. a course that you need to put at the top of your priority list. She gives way more homework than I have ever seen a teacher give, but she does go through notes thoroughly. She will call people out in class for sleeping, texting, etc. She isn't that bad, but I probably wont take a class by her again."
