sentiment,reviews
1,"Marketing Strategy course, insightful and practical. Professor provides valuable insightsinto marketing strategies and their application in real-world scenarios. Her case studies help us develop strategic thinking skills and understand market dynamics."
1,Professor effectively explained the complexities of database management systems and provides practical exercises to reinforce understanding.
1,Professor facilitates interesting discussions on organizational behavior and encourages active student participation. The taught material helps understand the dynamics of work within an organization.
1,Professor delivers concepts of operations management clearly and provides real-world examples. Assignments and group projects deepen understanding of business operations management.
-1,"Lecturers are not clear in explaining the concept of software development, making it difficult to follow the material. Assignments are also not well coordinated, causing confusion in the learning process."
1,Challenging and beneficial. Professor teaches strategic management concepts in depth and provides insights into strategic decision-making in a dynamic business environment. Case studies help develop analytical and strategic skills.
1,"Business Ethics course, Inspiring and reflective. Professor introduces business ethics concepts in an engaging manner and provides space for personal reflection. Open discussions and ethical case studies help develop an understanding of moral dilemmas in a business context."
0,Informative and practical.Professor provides a comprehensive overview of marketing research methods and techniques. The course material is well-structured and supported by relevant case studies. The assessments adequately test the knowledge and application of research principles.
0,"Lectures cover a wide range of legal topics relevant to business operations. The lectures are clear and provide a good foundation of legal knowledge. However, the course is lacking in terms of interactive discussions and practical applications, which could enhance the learning experience"
1,The material taught is very relevant to today's business world. The assignments and group projects helped us develop a concrete business plan. I feel inspired to realize my entrepreneurial ideas after taking this course.
1,The material presented delved deeply into human behavior in the work environment. Discussions and case studies helped us understand organizational dynamics and how to build a positive work culture. I feel inspired to be an effective leader after taking this course.
1,Practicums and projects helped us apply the knowledge in real network settings. I feel I have gained valuable skills for a career in information technology after taking this course.
-1,"Assignments and case studies provided challenges in applying business law concepts. However, the less interactive teaching methods made understanding more difficult. I feel that there is a need for more detailed explanations and better guidance in this course."
1,The financial materials were delivered with details and in-depth analysis. The assignments and projects helped us dig deeper into the company's financial evaluation. I feel that I have gained a strong understanding of financial analysis after taking this course.
0,"The labs and problem sets require meticulous attention to detail. While the workload is heavy, it has enhanced my problem-solving and critical thinking skills in the field of chemistry."
1,The course explores different art movements and their historical context.
1,The assignments and case studies help us apply economic concepts to analyze market behavior. I have developed a solid foundation in microeconomics and its relevance in everyday decision-making.
1,"The course covers complex data structures and algorithmic concepts. The assignments and coding projects challenge us to think critically and optimize our solutions. Although it requires a lot of effort, the knowledge gained is invaluable for programming and problem-solving skills."
1,The course explores different theories of personality and their practical applications. The professor's engaging teaching style and thought-provoking discussions make the class enjoyable. I have gained a deeper understanding of human behavior and its impact on personality development.
1,"Public Speaking Course, Boosted my confidence on stage."
1,This course is a challenging journey with rewarding results.
1,The material provokes deep thought and inspires creativity.
-1,The physics material made me struggle to understand complex concepts.
1,It created practical insights that broadened my knowledge.
1,This material takes me to the gates of infinite possibilities.
1,I like this material because it reveals interesting stories from the past.
1,Applied theories to understand real-world issues.
-1,Struggling with complex equations and theorems.
1,Psychology allows me to explore the depths of the human mind.
-1,Confusing and disorganized.
1,Insightful and practical.
1,Exciting and informative.
1,Challenging but rewarding.
1,Engaging and interactive.
0,Average content.
0,Decent lectures.
0,Standard material.
0,Adequate assignments.
0,Okay professor.
0,"The course was average, with neither outstanding nor disappointing aspects."
0,"The professor's teaching was satisfactory, but the course lacked depth."
0,"The material covered in the course was decent, without any standout elements."
0,"The assignments were acceptable, but they didn't provide significant learning opportunities."
0,"The overall experience of the course was neutral, with no strong positive or negative impressions."
1,"The material provided is excellent, providing valuable insights and practical knowledge."
1,"Professors are engaging and knowledgeable, making the learning experience enjoyable"
1,"The material covered in this course is very comprehensive, broadening my understanding of the course."
1,"The assignments were challenging yet rewarding, allowing me to apply what I learned."
1,"This course exceeded my expectations, equipping me with skills that are essential for my future career."
-1,"The material was well organized, making it difficult to follow the material."
-1,"The professor was not clear in explaining the concepts, which caused confusion among the students."
-1,The material covered in the course is outdated and irrelevant to current industry practices.
-1,Assignments are too numerous and not aligned with the course objectives.
-1,The professor shows little engagement and support for student learning.
-1,The course lacks adequate resources and materials for effective learning.
-1,"Assessments are unfairly graded, with no clear criteria or feedback."
-1,"Professors often cancel or reschedule classes, causing disruptions to the learning schedule."
-1,"Courses lack practical application, focusing too much on theoretical concepts."
-1,The Professor demonstrates a lack of responsiveness to student questions and concerns.
1,"The course is very insightful, providing practical knowledge that can be applied in real-world situations."
1,"The Professor is engaging and supportive, creating an interactive learning environment that encourages active participation."
1,"The material covered in the course is well structured and easy to understand, making complex concepts easy to grasp."
1,The assignments provided were engaging and helped deepen my understanding of the subject matter.
1,"The course provided valuable resources and references, which enriched the learning experience."
1,"The professor's expertise and passion for the course is evident in every lecture, making classes fun and informative."
1,"The course encourages collaboration among students, fostering teamwork and collective learning."
1,Assessments are fair and designed to assess both theoretical knowledge and practical application.
1,"Course content is up-to-date and aligned with current industry trends, ensuring relevance."
1,The Professor's dedication to student success is evident through their willingness to answer questions and their willingness to provide guidance.
1,This course exceeded my expectations with its comprehensive coverage of material.
1,The Professor's teaching style was engaging and kept me actively involved in the learning process.
1,The course material was well organized and provided a solid foundation for further study.
1,"The assignments were challenging yet rewarding, allowing me to apply and reinforce what I had learned."
1,Professor's expertise and enthusiasm for the course made each class informative and enjoyable.
1,"The course fosters a collaborative learning environment, encouraging discussion and knowledge sharing among students."
1,The practical projects provided valuable hands-on experience and helped me develop practical skills.
1,"The structure and pace of the lectures were balanced, ensuring a comprehensive understanding of the topic."
1,The professor's availability and willingness to help students outside of class greatly enhanced the learning experience.
1,"The course not only provided theoretical knowledge but also emphasized practical applications, preparing me to face real-world scenarios."
-1,"Actually took him for calculus 1 at texas a&m corpus christi. Never has he covered the concept at all. He kist writes down equations on the board, doesnt explain how he does them and doesnt give examples. He has you read the book and come to class to stare at him doing the equations that we dont understand. He's often off topic but funny at moments"
-1,I would not take his class again. He is a very funny guy but he is hard to understand and I did not learn anything in his class. It was a computer class and he hardly knew how to work the computer. He also got off topic a lot. He never seemed to talk about the actual chapter. It is not easy to take notes because he clicks through the sides too fast
0,"I'm sure he's good at something but staying on topic isn't one of them. kind of funny, sticks to the book and book slideshows and has his TA's teach the class for half the semester. I did get an A but I did my learning at home not really in class. I suggest this as an easy class with only one HTML project and one Excel project."
1,"Show up to class, take notes, and study the notes outside class and you will do fine. Very enjoyable to talk with. ""Work for me, I love you"" - Talking to a projector screen that won't roll up."
0,"The professor is pretty good. Exams were almost identical to the quizzes you had beforehand, so studying those helps you easily achieve a low B or high C on the exam. Labs were relatively easy, but you usually need the book or a friend's help to complete them. The professor is helpful if you encounter any issues. I came out with a B+ even though I didn't know much during the quizzes, but I did okay on homework. The labs really saved me."
0,"I really enjoyed working with him. Yes, you must understand you are a student and he is a teacher. He gave easy grades as long as you tried. This is a programming course though and you will be doing a bit of programming on your own so don't join if you don't want to learn basic programming. He is also sometimes funny."
1,"The professor is a funny person. You will enjoy their silly quotes. The class has a basic setup with quizzes, labs, and homework about once a week. When I needed help with homework, I went to their office with as much as I could figure out, and they helped me make it work. The professor is friendly, although classes can be a little boring until they say something really random. ""My coffee has gone cold, I HATE YOU GUYS!"""
1,"Sometimes can be confusing, but the course material was rather difficult. Main complaint is that he pulls up ore-concocted notes and references them on the screen. He expects you to do a lot of outside class work learning the material as well. Will gladly help if you have questions though, and made the classroom experience very enjoyable."
1,"The professor, an Indian with a great sense of humor, is quite good. He rarely relies on the textbook and expects students to put in effort outside of class. His unique quotes and accent add to the experience. ""It is not difficult!"" and ""Do you get me, guys?"" are phrases that stick with you. I can no longer create a truth table without hearing his voice saying ""zero-one, zero-one..."" inside my head."
-1,"Before posting this, I read through other ratings and was surprised at the amount of high marks given. I learned nothing from this class and did not find the professor helpful at all."
1,"AWESOME PROF. makes topics fun and inspires you to take an active part in the lecture, plus has some of the best quotes"
1,"The professor adds a touch of ridiculousness to his lectures, making them entertaining. His explanations are incredibly thorough, ensuring a deep understanding of the material. Sometimes the homework assignments may initially seem confusing, but they are actually manageable. The professor often says amusing phrases like ""It must be elegant,"" ""Don't hate me,"" ""Can I take a drink of my coffee,"" ""This hat is the culprit,"" and ""GUYS! Are you with me?"""
-1,not a good professor.
1,"The professor is known for his honesty and impartiality. He is highly regarded as one of the most unbiased teachers in the university, consistently providing fair grades to students. I greatly appreciate this quality in him. However, it is important to note that the following statement may not be entirely true. Nevertheless, overall, he is an excellent professor."
1,"The professor emphasizes strictly following the book without seeking additional knowledge from other sources, as deviating from it may result in a deduction of marks. Additionally, he expects all students to produce identical homework assignments, which simplifies the work for the teaching assistants. At times, I find myself questioning the purpose of the TA's role and their contribution in the course."
1,"good teacher, has accent but still able to understand. simply attending class isn't enough to do great on tests. Ended up with a B in the class for only studying before tests and obviously doing average work on homework and labs (which aren't bad either), homework was generally quick and easy. <1-2 hours a week of actual homework."
1,"His sense of humor is great and there's a good chance that you'll come out of this class with some important life lessons in addition to the course material. It took me two classes with him to realize that HE'S NOT BEING CONDESCENDING, he genuinely cares and wants you to do well. Go to class, do the homework, and remember - ""It's not hard!"""
1,TAs tought class mano tone and dificult to understand. lecturs sounded very scripted and not nateral/ conversational. very easy grader class was a brese
1,"The professor demonstrates fairness in teaching methods, while also demanding a high level of performance from students. Although their English proficiency may not be perfect, it's important to recognize that any unintended condescension is a result of language differences. It is essential to appreciate their genuine concern for student progress and not harbor any ill feelings towards them. During exams and quizzes, don't hesitate to seek clarification on confusing questions. To excel in the class, be prepared to invest significant effort and dedication."
-1,Can't understand a thing in his class. Clearly not a very good professor. Avoid if possible
-1,Wonder how on earth did my grades was graded? Definitely not a fair grader... Class was pretty ok but not clear in the subjects materials... even worse in lab assignments....
1,"The professor demonstrates a profound understanding of the subject matter and sets high expectations for students. However, they acknowledge and value the efforts of diligent individuals. It is crucial to actively immerse oneself in the course material and strive for a comprehensive grasp of the concepts. While the content may be intellectually challenging, a genuine interest and dedicated approach can facilitate comprehension. Although solutions may be provided, students are encouraged to independently explore and discover them. This course provides invaluable insights into professional practices and methodologies under the guidance of a knowledgeable professor."
0,"questions will be very confusing, sometimes hard as well. so do not expect easy A or B.You must be well prepared in order to pass the exam.Get ready for lotta homeworks and quizes. Good luck.Think before you go. Sometimes professor makes a class fun though."
-1,he is ok
-1,VERY Partial
-1,don't know how to teach
1,"By far best teacher in CSCI department, probably at SCSU. Jha is too good to teach low life 169 scum. Get a job you hippies. Jha could teach a monkey with mid intelligence to wire a seven segment display. If you can't learn from him, you should change to human relations."
-1,"Stupids always feel others are stupid. Look at his smile, do not look at your grade. He laughs like a donkey."
-1,"Ask students to go to help for help, but when you do. He makes you feel stupid for going. TA was nice. He does not give review for any of his exams. The only good thing about his class, was that all his past 3 years' HomeWork, QUIZ, and Exams are online. :)"
1,"Very easy class with him. I thought he was a great teacher, very funny and always helpful in answering questions. Always makes sure people understand what he's talking about. I would reccommend taking this teacher... I'd take him again if I have a choice."
-1,I'm not sure what this professor gets paid for. He only showed up on the first day of class really and had his absymbal TA's teach our class. It made for a boring class where nothing was learned. He should try doing his job.
-1,"He was at class the first day and he had is TAs teach the class. I knew more about basic computers then them, and one time i had to help them turn on the printer! What D-Bag! the class was easy though, i never went but for tests, and i got a C."
-1,"I also feel if this is the best teacher in the computer science department, I'm glad I'm not a CS major."
-1,"Yeh, there was nothing to learn and class was easy!!"
1,"The Professor keeps the class interested and makes sure everyone understands the subject. Sometimes gets lazy, but you can use this to your advantage! We may not have learned much, but overall was an easy class."
1,Good Professor. Professor has an interesting sense of humor.
-1,"During the first week of my C++ class, the substitute instructor was not effective in conveying the material, leaving me feeling confused and lost. However, when Jie Hu took over the teaching responsibilities, there was a notable improvement in my understanding of the subject. It is clear that this particular individual is not skilled in teaching, as echoed by the feedback of other students."
-1,"If this individual is considered the top professor in the computer science department, I am relieved that I did not choose computer science as my major. Their teaching style lacks a logical and comprehensible approach, as they tend to jump from one idea to another without proper explanation or coherence."
1,"very knowledgable but, very frustrated in his career. besides, great guy overall. very nice sense of humor and wow"
1,"great teacher, funny as hell, but as in all classes you have to do the work to get the grade."
1,great teacher
-1,learned nothing
1,"Awesome professor, he will explain the material until you get it. SOmetimes it's hars, but he will do everything for you to understand it. His humor is awesome, and he will encourage you to ask questions at all times. Take it if you can.The best professor"
1,"Very good at explaining things, always encourages students to ask questions, and extremely knowledgable. Not to mention super hilarious at times. Just remeber, ""It is not difficult!"""
1,Professor is incredibly knowledgeable in the subject and actively encourages students to ask questions in class or seek assistance during office hours. His unique sense of humor adds an enjoyable and engaging atmosphere to the class. I highly recommend taking a course with him if you have the opportunity.
1,The greatest teacher I have ever had. He's brilliant and funny. You will learn a lot and you have to work for an A. Do whatever you can to take a class with him.
1,The best professor that we have in stcloud state. excellent command of the subject
1,Highest recommendations. His accent and integrity will keep you awake.
1,"great teacher, go to class and do HomeWork, you'll do good."
1,"Very good professor, probably the best in the CSCI department"
-1,she is a terrible professor. she does not teach anything throughout the semester and basically sits there and watches you type during class.
1,she is a really easy teacher and grader.
0,TERRIBLE. Do Not take her class. The assignments are stupid and she is a miserable person.
1,Great professor! SHe was very clear and helpful on what she wanted.
-1,Great teacher. Very down to earth and teaches a subject matter everyone will use in some form.
-1,She is the kind of teacher that makes people put their desk in a circle for class. Very boring.
-1,Worthless
1,I thought she was a pretty good teacher
0,"She is not that bad, her grading is a little weird though."
-1,Grading is completely a mystery
-1,Her grading is a mystery
-1,she is a miserable person
-1,she can be described in one word
0,very strict grader
-1,"She is an awful person, teacher, and grader."
-1,She's a horrible a person and teacher.
1,Very good teaching skills
1,He's really not as bad as they say.
1,He was an amazing professor. He was extremely understanding and caring.
1,He is so beyond caring for his students
1,I love him so much and his class is amazing. I learned more than in any other language class I've taken and yet it was so much easier because he makes it so interesting.
1,he is the best professor I've ever had. He sees teaching as a personal misison and calling and changed my outlook on life
1,"He makes you look at things from an interesting perspective, and he acknowledges all opinions and sides."
1,"He cares about his students and wants them to succeed. He builds personal relationships with the students, making the class feel smaller than it is."
1,Best professor I've had thus far.
1,knowledgeable and personable
1,Super caring
1,He was an easy grader for both essays.
1,Professor really cares about his students and goes out of his way to get to know you.
1,"Come to class, read the books and you will get an A."
1,He is a good professor who cares a lot about his students.
0,"He did care about his students outside of class, but his lectures while they did carry important life lessons, were mostly unrelated to the novels we were reading for the course."
1,he truly cares about your opinion and has a perfect rebuttal to anything you say.
1,Truly the best professor I've ever had.
1,Truly & wonderfully unique
1,"I can genuinely say that I have never met a human, let alone had a professor, who cares more about their students' academics or their life outside of the classroom."
0,You will get what you put into this class. The professor gave excellent feedback on the papers which caused him to take a long time to return them.
-1,"A truly sweet man, but his lectures don't have much to do with the literature, he likes to get into debates with students for the sake of it."
1,"His knowledge expands way beyond the class, and clarifies anything said in class if you talk to him after."
1,Professor is one of the most intelligent professors at UNC
1,"He is a genuinely kind person who cares if you learn. The class is pretty easy, I highly recommend it."
1,"He really cares about his students and it shows. His lectures can be confusing at times, but otherwise they are straight forward"
1,"Great professor, always open to helping students outside of class"
1,He was a nice professor. He made sure to stay after class and answer extra questions anyone had.
1,"He always included jokes in the lectures to keep them from getting boring, allowed time for questions or comments and you can talk to him after or outside of class. Overall great lecturer."
1,He's the nicest guy I've ever met and tbh an excellent professor.
1,He is always willing to help & work with you.
1,Great chemistry professor
1,One of the worst professors I've ever had.
1,"As long as you do your work and honestly try, you'll be fine."
1,He is super hilarious and makes chem lab pretty fun.
1,"He does expect a lot out of beginning level chemistry students, and he grades harder as the semester progresses."
1,"Basically ,if you show up and try to take something away from it, easy money. If you show up and try to cheese your way to passing, you might fail. Some people really struggle, I personally thought it was on the easy side, but maybe that's because he kept hyping up the difficulty at the beginning of the year."
-1,"The lecture style is very reminiscent of my high school chemistry teacher's style , Very arrogant and nor helpful at all."
1,He is a great professor and his teaching style reminds me back when I was in high school.
1,Overall a great lecturer.
1,"She grades super tough and she has really high expectations, but she makes you learn."
1,"An amazing professor! She did come off as a little stern at first, but she just wants to make her expectations clear."
1,"She has a rep of being a tough Professor, but she is also very helpful and she is fair."
1,"She's pleasant, clear and knowledgeable."
1,"She seems stern at first, but she is truly fair and kind."
1,She gives all of her students the utmost respect and opportunity to succeed as long as you do your work and go to class.
1,Study and do all your work. Pay attention in class.
1,"Had her for Multicultural, and she can be really off putting in the first couple days and is honestly not that great a lecturer."
1,She's been my favorite & best professor so far.
1,She's very challenging but in the best way possible.
1,"great professor, i learned a lot shes not hard if you do the readings and ask questions"
1,"At first glance I can see why some people dislike her, but honestly she is the most straightforward, honest, and fair professor I have had so far in the Psychology Department."
1,She is very tough! If her tests were not as tough I would like the class
1,"She is a hard grader, but if you go to her office hours she is very nice. She seems very determined and passionate about what she teaches, which is important."
1,"She expects you to complete the assignments ""just right,"" but doesn't tell you what she wants them to be like so it's a total guessing game."
1,Her grading is really subjective
0,"She is very intelligent & a quality teacher, but is very difficult to talk to and is extremely hard on her students."
-1,Tougher than you think.
1,AMAZING teacher and a great person to just talk to. She is by far one of Wheaton's best professors
1,She's not the type where showing up alone and talking will win her over. Will make you want to do better; Fair; Take her!
1,"Professor is obviously intelligent and passionate about multicultural education. Her intense nature is less intimidating than it is inspiring. Loved her class, and I think EVERY AMERICAN needs a multicultural class!!"
1,She was very emotionally involved with the class. It was much better than I had expect and I learned a lot.
1,She is a great teacher with mindblowing concepts to share with her students.
1,"She is a really good professor, especially if she likes you. She can be scary in the beginning of a semester, but she'll losen up."
-1,The class was lecture heavy and the material was confusing. He knew what he was talking about but also expected his students to have the same level of knowledge.
1,"There are three papers, no final or midterm. You create a learning journal all year and turn it in sat the end of the semester, with some discussion posts. The material is confusing. However he is a really touch grader on the papers and learning journals so its not an easy A."
1,"Overall a great class to take and definitely managable. Sometimes if the lectures are two days a week, he will decide to only have a lecture one of the days and to let you off the hook for the second one."
1,He's funny and relatable and will help you with whatever you are confused with until you understand it. An amazing TA!!
1,The professor is highly inspiring and provides in-depth insights in the course material
1,The professor is highly responsive and assists students in achieving academic success
1,The professor is very knowledgeable and encourages active discussions in class
1,The professor provides useful feedback and supports students' academic development
1,The professor facilitates collaborative learning and fosters cooperation in class
1,The professor assigns challenging tasks that promote critical thinking
1,The professor provides relevant material and connects it to real-world applications
1,The professor provides comprehensive reading materials that support learning
1,The professor allows for exploration and independent development
1,The professor brings valuable and relevant industry experience into the classroom
1,The professor demonstrates high dedication in helping students achieve academic success
-1,The professor does not appreciate students' opinions and perspectives
-1,The professor lacks mastery of the subject matter and struggles to explain it clearly
-1,The professor assigns too many tasks without providing enough time to complete them
-1,The professor does not pay attention to individual needs and differences among students
-1,The professor lacks enthusiasm in delivering the material and fails to inspire students
-1,The professor is boring and fails to create an engaging classroom environment
-1,The professor is unfair in grading and shows preference to certain students
-1,The professor is too rigid in their teaching approach and lacks motivation for students
-1,The professor is not influential and does not deliver the material clearly
0,"Gave us 10 minutes lecture in class, assignment in BB and then ""hw"" was to watch his lecture and read chapter from textbook. Jokes in class. Poor communication. One short paper. Midterm and final exam. While everything else was online and we could use our notes. No preparation for the midterm and final."
1,The professor is a kind person and knows a lot about chemistry.
1,"Online, he made me feel very safe in class.He is organized."
1,Overall a good professor.
-1,"The structure of the final and midterm exams is very unfair, he makes it very difficult to do well and the grades are very difficult"
-1,The assessments and tests are not worth it.
1,What an amazing lecturer! The lecture notes are very clear and the grading is very easy to understand. Highly recommend taking it.
-1,"The assessment is largely arbitrary, and fails to take into account any level of nuance."
1,She is one of the best Professors of Economics.
1,The lectures are very clear and organized.
1,He's a bit strict when it comes to timing and judgment. But you will definitely learn a lot from her.
1,she is very kind and professional
-1,"Welcome to the formula drop class! In his exam, formula drop takes up about 50% of your grade ALONE. So, it is best that you memorize every slide of his lectures like a history class."
1,I really liked his lecture.
1,He knows what he is doing and seems to genuinely care about his students.
1,"I never felt confident during exams, but somehow I was able to get pretty good grades, so I think he's pretty good."
1,"I feel like he's quite underrated on ratemyprof. His lectures are well-organized, and for 356, you can get decent grades as long as you do the assignments."
-1,The worst thing is that his final exam tested us with a lot of content that he promised not to ask about.
1,He is really great at explaining things and is an excellent lecturer.
1,He's very good.
1,"He's nice, his lectures are very clear."
1,"I like his teaching style, I would choose him again."
1,"His slides are well explained and cover everything you need for the course, so no need for textbooks."
1,"He is an excellent lecturer, and makes sure the information he conveys is understood by everyone in the class."
1,"He covers a lot of material but it is useful, he is good at relating it to real life topics."
1,He really cares about his students.
1,"Lectures are fairly straightforward and delivered at a fairly fast pace; there is participation in class - so if you miss a class, you risk losing your participation grade."
1,The exams are fair and the examples used in class are generally applicable and easy to understand. I would take it again.
1,The lecture notes are very clear and have a very good course organization.
1,The assignments and midterm or final exams are really fair. You will like his lectures once you adjust to his pace in lectures.
1,"She goes pretty fast in class, not that the subject matter is not difficult. Fair enough 2-semester assignments, he tries to give bonus marks as much as possible."
0,"Midterm exams are a bit difficult, low average though he tries to make up for it with participation and class attendance scores. Unintentionally funny, but still fun"
1,"He is a good teacher and gives fair exams. For midterms, she gives you an outline of what she will give."
1,"Her class has almost no curve as the average of the exams is quite high. There are weekly quizzes and suggested homework problems that she does not collect. Everything is based on quizzes, 2 midterms, and a final exam."
1,"Excellent lecturer, and I don't know why I see bad reviews."
1,"He's nice, pretty clear, helpful often, lots of office hours. Easy quizzes if you do hw (assigned, not collected); lowest grade drops."
1,"Predictable midterm exam; outline given. Decent curve on exam 1, no curve on exam 2 (EASY, 80+ average), big curve on final exam (difficult)."
-1,He covered theoretical material but none of it showed up in the exam. I did not like his book.
-1,"I disliked this professor because he was not very helpful. Even when students approached him during office hours, he was not very clear."
-1,He warped the midterm exam grade and then didn't warp it because he expected the students to do worse. His final exam was not arched.
-1,"He doesn't have homework, but you basically have to do it for her weekly quizzes."
0,He's not bad. There weren't too many curves because everyone did well on their exams.
0,The exams are easier than other professors.
0,This class is IDEAL for students who have taken calculus in high school and want the easiest route.
0,"Among all the math professors, he is the easiest examiner in terms of difficulty."
0,"He is kind, not always clear, but gives an outline of the exam right before the exam that tells you EXACTLY what will be on it. Pretty good curve, I would definitely take it again!"
-1,"The lectures are a bit confusing at times, but when you study the subject matter yourself, it makes more sense."
-1,"Quizzes are held every week but are easy. The midterm exam is quite difficult, but very doable. The final exam, on the other hand, is very difficult and you have to study things that have never been tested before. The number of working hours"
1,The professor is the best teacher in the 21 series! The weekly quizzes are very helpful and make sure you learn.
1,"The two midterms are very easy if you do all your homework and do the midterm outline, but the final is a bit more challenging."
1,He is very good at OH and gives hints for the midterm. There are not many curves.
1,"The first midterm exam was quite difficult and the second exam was very easy. However, the final exam was more difficult than the midterm."
1,"He gives quizzes at every discussion, but the quizzes are very easy. Overall, the class is not too difficult, just make sure you do the required homework and you will be fine."
-1,"I took Calc in high school and I love math, so this class wasn't too bad for me. But, for people who don't have a background in calculus, this class will be difficult."
-1,"The professor teaches easy concepts in a convoluted way and he always shows ""proofs"" of theorems or equations but they are confusing and unnecessary."
0,He is not bad but try to avoid him if possible.
-1,"I won't lie that I never went to college and when I did I was always late. I was the kid who always came late. The lecture wasn't bad because he didn't go into theory. However, he didn't even make curves. I got an A in the final exam, but my overall grade was 88, so I got a B. But I wouldn't complain, not trying hard in class."
1,"Pretty easy class, she tells you what to expect on the midterm and final exam."
1,"she's quite funny and relaxed, but there's nothing weird about it because everyone is doing well. The best way to learn is to practice. PRACTICE PRACTICE PRACTICE PRACTICE PRACTICE PRACTICE and you will get an A."
-1,"Yes, this class is ""easy"". The prof will give you various test materials and all you need is memorization !"
1,Come to his lectures!!! He is an amazingly awesome teacher.
0,"If you follow him in class, the homework is easy (also not mandatory)."
-1,"If you do the practice quizzes, they will be easy, but the final exam is DEATH. The main drawback of her class, really. Still recommend"
1,"I got the Professor in class 21B and again in class 21D. When I got him in class 21B, I didn't think that he was a great professor, but after getting the crappy professor 21C and getting him again for class 21D, I realized that he was a pretty good professor."
1,He is really willing to answer all your questions and gives a lot of hints for the midterm. Would recommend.
1,(Math major here) He was a pretty nice guy with a good grasp of the material.
1,"Takes the time to answer questions, although sometimes his answers are confusing. He was very nervous at first, but then by the end of the quarter he started cracking jokes and relaxed."
-1,Ok Professor. Sometimes it makes a lot of mistakes and deviates a lot from the schedule.
0,Very helpful but sometimes confusing lecturer during lectures.
0,He sometimes wrote too small and too fast. The tests given were relatively close to the sample problems.
1,"The class average is 33%, and that is a passing grade! She is very nice but very disorganized! Will avoid if possible!"
-1,he tries but he often forgets what problem he's doing halfway through.
1,It's amazing. an amazing pianist.
1,This guy is a legend!
1,I love this class and especially the Professor. He really has a passion for Jazz and is an amazing pianist.
0,He knows a lot about Jazz and doesn't like textbooks (so no textbooks for this class!) so you have to attend all the lectures and pay attention. Make sure you spend a lot of time listening to his music!
0,The class felt easy but the grading was a little harder than I thought. I still got a B+.
1,"This class was the best class I have ever taken. Even though I came as a jazz fan, this class is still fun even if you are not a jazz fan."
1,He is a great lecturer and really knows his material. I hope he teaches other courses as well.
1,"Good GE (cat. IV and VI). Since most classes involve listening to different songs, a background or interest in music will help."
0,"In the midterm and final exams, the teacher will play a song and you should be able to recognize the song and know the composer. The rest is just memorizing facts. A decent GE if you put in the effort and don't cram."
1,A good GE if you want to kill two categories (IV and VI). It helps if you have a background in music because most of this class involves listening to songs. You just need to listen to the list of songs and be able to recognize the songs.
1,"The midterm and final exams are relatively easy, as long as you don't cram the songs the night before, you should be fine."
0,"I liked the class itself, but the midterm and final exams were very difficult, especially if you don't have a music background. This made my GPA drop. The TAs were not very attentive."
0,"Professors are overall easy-going people, but the assistants are annoying. Not that they're bad or anything, they're just not very helpful, and they give grades that are too high."
0,"The material is easy, will get you ready for the exam, but the TAs won't let you get high marks for short answers/essays."
-1,A very difficult course. Don't take it if you are just fulfilling a G.E.. Only take it if you LOVE jazz and/or already know a lot of jazz history.
-1,"He makes this class as difficult as science, and not everyone can listen to a song made up of random sounds and know the title, composer, performers, etc."
1,"I seemed to enjoy this class. She is very cool, and she tries her best to make the class interesting and practical, but there is a lot of work to be done for GE class."
1,"On the midterm and final exam, you have to memorize songs, and find the meaning of the songs. And a small jazz report is also part of your grade."
-1,"Not worth the GE, there are easier ones out there. The classes themselves were interesting, but the midterm and final exams and research papers were terrible! Got me a C even though I attended every lecture."
0,"As a fairly new teacher, I think this class is quite challenging for a GE. You need to have a passion for Jazz music to get at least a B in the class. I wouldn't suggest this for Bio majors because the work is time consuming. I ended up getting a C, basically love Jazz music before entering or it will be difficult."
1,"He is a very cool professor. The class is not difficult at all, so take multicultural GE. You have to write a concert report along with a midterm and final exam. TAs are very helpful, depending on who the TA is."
1,"The professor is a very cool jazz pianist. He's funny, and the class is fun. The class can be difficult, but it's fun. You have to master classical theory before attempting jazz theory. Most of it is rote. If anything, take his class to gain experience. You won't regret meeting her."
1,"very good classes, great professors. take the class if you have the option!"
0,"She has extensive knowledge in the social system of family and marriage. The text is interesting to read and so are the lectures. I don't know too much about the exam (which I have next week), but I'm pretty sure it won't be too bad. The papers are probably my only problem."
1,"I understood it well, and got A's on both tests without even studying for them. All I did was come to class and write notes. He was a good professor for the family and social change class."
1,"Yes, I agree that she is a bit difficult to understand, but she does a great job with her slideshows and notes. The readings she chooses are very interesting and the tests are pretty easy as long as you read and study."
-1,She is difficult to understand and even more difficult to understand her students. I don't feel she should be grading something (e.g. grammar) when she herself can't speak English properly. i wouldn't recommend her.
-1,"Sometimes she is hard to understand. The class is almost equal to 170 people, a joke that should not be compulsory. The assignments are easy and very straightforward, she gives word-for-word directions on how she wants things done. You have 6 absences available throughout the semester."
1,Great professor overall. I think sometimes students expect too much. his class consists of 1/4 of the class students who suck but he is good at putting them in their place. Very fair and offers a lot of extra credit!
0,"Very easy class but very boring, she is sometimes hard to understand but she is willing to help students."
-1,can't stand her
1,"The subject approach is honest, methodical, clear, to the point and helpful, assignments are easy to fulfill (he expects quality not quantity) and so are the tests, read the material, take notes (this is key) during lectures and study: it is not difficult to get an A in this class."
0,He is a good teacher. The way he says some of his exam questions can be confusing.
